"CustomerID","MeanValue","LastTransaction","NoTransaction","MonetoryPercentile","FrequencyPercentile","RecencyPercentile","MonetoryScore","FrequencyScore","RecencyScore","MonetoryWeightedScore","FrequencyWeightedScore","RecencyWeightedScore","FinalScore","FinalWeightedScore","FinalCustomerClass","final_type"
"2633",17.412,2004-05-15,5,0.241792065663479,0.642612859097127,0.680061559507523,2,4,4,10,20,20,50,3.33333333333333,"Class-3","Casino"
"2634",39.155,2004-11-26,4,0.421511627906963,0.581395348837209,0.906634746922024,3,3,5,15,15,25,55,3.66666666666667,"Class-3","Casino"
"2635",340.53,2002-11-04,2,0.912448700410449,0.352941176470588,0.439295485636114,5,2,3,25,10,15,50,3.33333333333333,"Class-3","Casino"
"2636",61.54,2002-06-10,3,0.557626538987674,0.497435020519836,0.204172366621067,3,3,2,15,15,10,40,2.66666666666667,"Class-2","Casino"
"2637",100.996,2004-12-17,9,0.705198358413145,0.790697674418605,0.948358413132694,4,4,5,20,20,25,65,4.33333333333333,"Class-4","Casino"
"2638",38.81,2004-03-25,5,0.418604651162777,0.642612859097127,0.648255813953487,3,4,4,15,20,20,55,3.66666666666667,"Class-3","Casino"
"2639",19.005,2002-11-28,2,0.257865937072507,0.352941176470588,0.466484268125854,2,2,3,10,10,15,35,2.33333333333333,"Class-2","Casino"
"264",393.36,2004-02-14,3,0.923563611491162,0.497435020519836,0.623974008207933,5,3,4,25,15,20,60,4,"Class-4","Casino"
"2640",98.046,2004-05-08,5,0.696819425444608,0.642612859097127,0.675444596443227,4,4,4,20,20,20,60,4,"Class-4","Casino"
"2641",-26.598,2002-09-03,5,0.0295827633378932,0.642612859097127,0.35687414500684,1,4,2,5,20,10,35,2.33333333333333,"Class-2","Casino"
"2642",3.19,2004-04-14,2,0.0961012311901508,0.352941176470588,0.660567715458275,1,2,4,5,10,20,35,2.33333333333333,"Class-2","Casino"
"2643",1297.48504827586,2004-11-27,29,0.980164158686796,0.953830369357045,0.908515731874145,5,5,5,25,25,25,75,5,"Class-5","Hotel & Casino"
"2645",61.424,2002-02-06,1,0.557284541723652,0,0.0341997264021888,3,1,1,15,5,5,25,1.66666666666667,"Class-1","Hotel"
"2646",49.29,2002-06-05,1,0.488201094391223,0,0.195451436388509,3,1,1,15,5,5,25,1.66666666666667,"Class-1","Casino"
"2647",95.8942857142857,2004-06-30,7,0.691689466484278,0.732045143638851,0.70844733242134,4,4,4,20,20,20,60,4,"Class-4","Casino"
"2648",26.6952,2002-08-12,1,0.326094391244866,0,0.31155950752394,2,1,2,10,5,10,25,1.66666666666667,"Class-1","Hotel"
"2649",118.705,2004-11-04,4,0.744186046511648,0.581395348837209,0.869186046511627,4,3,5,20,15,25,60,4,"Class-4","Casino"
"265",116.45,2004-11-22,6,0.738885088919307,0.689466484268126,0.898084815321477,4,4,5,20,20,25,65,4.33333333333333,"Class-4","Casino"
"2650",12.705,2002-11-29,2,0.192886456908348,0.352941176470588,0.467339261285909,1,2,3,5,10,15,30,2,"Class-2","Casino"
"2651",-3.685,2002-06-16,2,0.0417236662106701,0.352941176470588,0.215458276333789,1,2,2,5,10,10,25,1.66666666666667,"Class-1","Casino"
"2652",33.33,2002-03-01,1,0.383036935704505,0,0.0660054719562244,2,1,1,10,5,5,20,1.33333333333333,"Class-1","Casino"
"2653",56.21,2002-03-01,1,0.52513679890559,0,0.0660054719562244,3,1,1,15,5,5,25,1.66666666666667,"Class-1","Casino"
"2654",-479.6,2002-01-25,1,0.00239398084815321,0,0.0196648426812585,1,1,1,5,5,5,15,1,"Class-1","Casino"
"2655",139.07,2002-04-28,1,0.779924760601942,0,0.147058823529412,4,1,1,20,5,5,30,2,"Class-2","Casino"
"2656",37.8866666666667,2004-05-12,6,0.412790697674405,0.689466484268126,0.678351573187413,3,4,4,15,20,20,55,3.66666666666667,"Class-3","Casino"
"2657",95.7490909090909,2004-06-02,11,0.691176470588245,0.834131326949385,0.690834473324212,4,5,4,20,25,20,65,4.33333333333333,"Class-4","Casino"
"2658",135.456833333333,2004-11-23,12,0.77428180574558,0.850205198358413,0.900649794801641,4,5,5,20,25,25,70,4.66666666666667,"Class-4","Hotel & Casino"
"266",-3.12666666666667,2003-09-24,3,0.0425786593707248,0.497435020519836,0.564466484268125,1,3,3,5,15,15,35,2.33333333333333,"Class-2","Casino"
"2660",49.9371428571429,2004-05-12,14,0.491963064295463,0.875341997264022,0.678351573187413,3,5,4,15,25,20,60,4,"Class-4","Casino"
"2661",-30.7824,2004-01-20,5,0.0282147742818056,0.642612859097127,0.6125170998632,1,4,4,5,20,20,45,3,"Class-3","Hotel & Casino"
"2663",69.95,2002-06-15,1,0.59729822161422,0,0.212893296853625,3,1,2,15,5,10,30,2,"Class-2","Casino"
"2664",114.156,2003-09-21,3,0.734610123119033,0.497435020519836,0.563269493844048,4,3,3,20,15,15,50,3.33333333333333,"Class-3","Hotel"
"2665",159.83,2002-08-23,1,0.806942544459676,0,0.335499316005472,5,1,2,25,5,10,40,2.66666666666667,"Class-2","Casino"
"2666",88.884,2002-11-17,1,0.670314637482906,0,0.454172366621066,4,1,3,20,5,15,40,2.66666666666667,"Class-2","Hotel"
"2667",223.748,2003-03-25,4,0.863030095759276,0.581395348837209,0.504958960328316,5,3,3,25,15,15,55,3.66666666666667,"Class-3","Hotel & Casino"
"2669",60.5696,2004-05-11,2,0.552154582763323,0.352941176470588,0.677325581395348,3,2,4,15,10,20,45,3,"Class-3","Hotel"
"267",7.369,2004-08-09,10,0.145519835841315,0.815492476060192,0.744357045143638,1,5,4,5,25,20,50,3.33333333333333,"Class-3","Casino"
"2670",49.7766666666667,2004-07-02,3,0.490766073871387,0.497435020519836,0.710157318741449,3,3,4,15,15,20,50,3.33333333333333,"Class-3","Casino"
"2671",17.428,2002-02-04,1,0.24196306429549,0,0.0302667578659371,2,1,1,10,5,5,20,1.33333333333333,"Class-1","Hotel"
"2672",186.82,2002-07-27,2,0.835499316005509,0.352941176470588,0.280608755129959,5,2,2,25,10,10,45,3,"Class-3","Hotel & Casino"
"2674",21.788,2002-11-24,1,0.283857729138167,0,0.46203830369357,2,1,3,10,5,15,30,2,"Class-2","Hotel"
"2675",43.672,2003-01-02,5,0.45246238030094,0.642612859097127,0.49110807113543,3,4,3,15,20,15,50,3.33333333333333,"Class-3","Casino"
"2676",117.715,2004-12-03,12,0.741621067031483,0.850205198358413,0.91860465116279,4,5,5,20,25,25,70,4.66666666666667,"Class-4","Casino"
"2677",55.6733333333333,2004-07-25,3,0.522229822161403,0.497435020519836,0.729993160054719,3,3,4,15,15,20,50,3.33333333333333,"Class-3","Casino"
"2678",3.45857142857143,2004-07-20,7,0.0995212038303697,0.732045143638851,0.724350205198357,1,4,4,5,20,20,45,3,"Class-3","Casino"
"2679",2.31025,2004-10-29,6,0.0829343365253078,0.689466484268126,0.861662106703146,1,4,5,5,20,25,50,3.33333333333333,"Class-3","Casino"
"268",98.8766666666667,2004-09-04,15,0.699555403556783,0.885601915184679,0.771203830369356,4,5,4,20,25,20,65,4.33333333333333,"Class-4","Casino"
"2680",55.352,2004-12-23,4,0.519835841313249,0.581395348837209,0.96203830369357,3,3,5,15,15,25,55,3.66666666666667,"Class-3","Hotel & Casino"
"2682",57.382,2004-02-02,7,0.532147742818039,0.732045143638851,0.618331053351572,3,4,4,15,20,20,55,3.66666666666667,"Class-3","Hotel & Casino"
"2684",-3.13,2002-09-08,1,0.0424076607387138,0,0.362517099863201,1,1,2,5,5,10,20,1.33333333333333,"Class-1","Casino"
"2685",-45.048,2002-11-01,7,0.0235978112175102,0.732045143638851,0.435533515731874,1,4,3,5,20,15,40,2.66666666666667,"Class-2","Hotel & Casino"
"2687",9.6125,2003-10-20,4,0.164329685362519,0.581395348837209,0.573700410396716,1,3,3,5,15,15,35,2.33333333333333,"Class-2","Casino"
"2688",15.4,2004-11-11,8,0.223153214774286,0.763337893296854,0.878932968536251,2,4,5,10,20,25,55,3.66666666666667,"Class-3","Casino"
"2689",47.0166666666667,2003-08-30,3,0.473837209302306,0.497435020519836,0.555403556771545,3,3,3,15,15,15,45,3,"Class-3","Casino"
"269",40.4766666666667,2003-06-28,3,0.431600547195607,0.497435020519836,0.531121751025991,3,3,3,15,15,15,45,3,"Class-3","Casino"
"2690",45.746,2002-05-13,1,0.464261285909694,0,0.16672366621067,3,1,1,15,5,5,25,1.66666666666667,"Class-1","Hotel"
"2691",1.04,2002-11-09,1,0.0665184678522569,0,0.444596443228454,1,1,3,5,5,15,25,1.66666666666667,"Class-1","Casino"
"2692",-697.6,2002-01-10,1,0.000683994528043776,0,0.00530095759233926,1,1,1,5,5,5,15,1,"Class-1","Casino"
"2693",32.1663636363636,2004-12-19,11,0.37294801641586,0.834131326949385,0.953659370725034,2,5,5,10,25,25,60,4,"Class-4","Casino"
"2694",23.465,2004-09-11,2,0.297366621067031,0.352941176470588,0.77906976744186,2,2,4,10,10,20,40,2.66666666666667,"Class-2","Casino"
"2695",23.57,2002-05-16,1,0.297537619699041,0,0.169801641586867,2,1,1,10,5,5,20,1.33333333333333,"Class-1","Casino"
"2696",166.76,2002-09-15,2,0.816176470588269,0.352941176470588,0.372948016415868,5,2,2,25,10,10,45,3,"Class-3","Hotel & Casino"
"2698",5.83,2002-04-20,1,0.127222982216143,0,0.136285909712722,1,1,1,5,5,5,15,1,"Class-1","Casino"
"2699",96.87,2002-05-18,1,0.694596443228465,0,0.172879616963064,4,1,1,20,5,5,30,2,"Class-2","Casino"
"27",3.785,2002-09-09,2,0.102941176470589,0.352941176470588,0.364740082079343,1,2,2,5,10,10,25,1.66666666666667,"Class-1","Casino"
"270",103.986,2002-03-03,1,0.711696306429562,0,0.067202462380301,4,1,1,20,5,5,30,2,"Class-2","Hotel"
"2700",-15.075,2002-01-21,2,0.0357387140902871,0.352941176470588,0.0164158686730506,1,2,1,5,10,5,20,1.33333333333333,"Class-1","Hotel & Casino"
"2702",187.32,2002-02-03,1,0.836183310533553,0,0.0282147742818057,5,1,1,25,5,5,35,2.33333333333333,"Class-2","Casino"
"2703",84.7,2002-08-10,1,0.654582763337897,0,0.306942544459644,4,1,2,20,5,10,35,2.33333333333333,"Class-2","Casino"
"2704",38.9165384615385,2004-09-30,26,0.41911764705881,0.944767441860465,0.823871409028727,3,5,5,15,25,25,65,4.33333333333333,"Class-4","Casino"
"2705",-14.4057333333333,2003-08-27,3,0.0362517099863199,0.497435020519836,0.55437756497948,1,3,3,5,15,15,35,2.33333333333333,"Class-2","Hotel & Casino"
"2707",41.07,2004-01-12,3,0.435191518467837,0.497435020519836,0.609097127222981,3,3,4,15,15,20,50,3.33333333333333,"Class-3","Casino"
"2708",5.63,2002-10-13,1,0.125000000000001,0,0.410738714090287,1,1,3,5,5,15,25,1.66666666666667,"Class-1","Casino"
"2709",240.473636363636,2004-03-25,11,0.871409028727814,0.834131326949385,0.648255813953487,5,5,4,25,25,20,70,4.66666666666667,"Class-4","Casino"
"271",16.92,2002-03-08,1,0.236662106703151,0,0.0721614227086183,2,1,1,10,5,5,20,1.33333333333333,"Class-1","Casino"
"2710",-96.29,2004-08-20,2,0.0138508891928865,0.352941176470588,0.754445964432284,1,2,4,5,10,20,35,2.33333333333333,"Class-2","Casino"
"2711",31.7,2002-07-28,1,0.370041039671674,0,0.283173734610123,2,1,2,10,5,10,25,1.66666666666667,"Class-1","Casino"
"2712",68.2204,2002-06-24,5,0.589774281805738,0.642612859097127,0.229309165526676,3,4,2,15,20,10,45,3,"Class-3","Hotel & Casino"
"2714",11.0626,2002-05-31,2,0.177496580027362,0.352941176470588,0.189637482900137,1,2,1,5,10,5,20,1.33333333333333,"Class-1","Hotel & Casino"
"2716",52.859,2002-10-23,2,0.506668946648404,0.352941176470588,0.423563611491107,3,2,3,15,10,15,40,2.66666666666667,"Class-2","Hotel & Casino"
"2718",382.335,2002-01-11,2,0.920314637482954,0.352941176470588,0.00581395348837209,5,2,1,25,10,5,40,2.66666666666667,"Class-2","Casino"
"2719",302.61975,2004-10-03,6,0.900307797537669,0.689466484268126,0.827804377564979,5,4,5,25,20,25,70,4.66666666666667,"Class-4","Hotel & Casino"
"272",47.85,2004-03-15,3,0.477941176470568,0.497435020519836,0.642441860465115,3,3,4,15,15,20,50,3.33333333333333,"Class-3","Casino"
"2721",8.59333333333333,2004-09-15,3,0.15543775649795,0.497435020519836,0.788474692202462,1,3,4,5,15,20,40,2.66666666666667,"Class-2","Casino"
"2722",160.622857142857,2004-06-16,7,0.808481532147775,0.732045143638851,0.697332421340628,5,4,4,25,20,20,65,4.33333333333333,"Class-4","Casino"
"2723",2.07,2002-06-23,1,0.0788303693570451,0,0.227941176470588,1,1,2,5,5,10,20,1.33333333333333,"Class-1","Casino"
"2724",19.655,2002-04-17,2,0.262482900136802,0.352941176470588,0.130813953488372,2,2,1,10,10,5,25,1.66666666666667,"Class-1","Casino"
"2725",122.356,2004-05-31,2,0.752393980848175,0.352941176470588,0.688953488372092,4,2,4,20,10,20,50,3.33333333333333,"Class-3","Hotel"
"2726",87.3648,2002-03-10,1,0.664671682626544,0,0.0747264021887825,4,1,1,20,5,5,30,2,"Class-2","Hotel"
"2727",13.6,2002-03-30,1,0.201949384404928,0,0.105848153214774,2,1,1,10,5,5,20,1.33333333333333,"Class-1","Casino"
"2728",5.09,2002-07-22,2,0.118844049247607,0.352941176470588,0.274110807113543,1,2,2,5,10,10,25,1.66666666666667,"Class-1","Casino"
"2729",63.334,2004-06-01,4,0.566347469220234,0.581395348837209,0.690150478796169,3,3,4,15,15,20,50,3.33333333333333,"Class-3","Hotel & Casino"
"273",9.156,2002-02-05,1,0.161080711354311,0,0.0328317373461012,1,1,1,5,5,5,15,1,"Class-1","Hotel"
"2731",32.688,2002-03-10,1,0.376880984952111,0,0.0747264021887825,2,1,1,10,5,5,20,1.33333333333333,"Class-1","Hotel"
"2732",0.545,2002-07-15,2,0.0589945280437753,0.352941176470588,0.261798905608755,1,2,2,5,10,10,25,1.66666666666667,"Class-1","Casino"
"2733",21.6653333333333,2004-08-29,9,0.282147742818058,0.790697674418605,0.763850889192886,2,4,4,10,20,20,50,3.33333333333333,"Class-3","Hotel & Casino"
"2735",49.96,2002-07-16,3,0.492134062927474,0.497435020519836,0.263166894664843,3,3,2,15,15,10,40,2.66666666666667,"Class-2","Casino"
"2736",78.33,2004-05-28,3,0.631326949384404,0.497435020519836,0.686559507523939,4,3,4,20,15,20,55,3.66666666666667,"Class-3","Casino"
"2737",197.7575,2004-01-02,8,0.843878248974047,0.763337893296854,0.603967168262653,5,4,4,25,20,20,65,4.33333333333333,"Class-4","Hotel & Casino"
"2739",23.25,2002-07-26,1,0.295143638850889,0,0.278385772913817,2,1,2,10,5,10,25,1.66666666666667,"Class-1","Casino"
"274",57.012,2004-04-29,10,0.530266757865919,0.815492476060192,0.669972640218877,3,5,4,15,25,20,60,4,"Class-4","Casino"
"2740",1.52666666666667,2003-11-27,3,0.0738714090287276,0.497435020519836,0.588748290013679,1,3,3,5,15,15,35,2.33333333333333,"Class-2","Casino"
"2741",363.915,2003-05-21,4,0.916381668946701,0.581395348837209,0.519664842681257,5,3,3,25,15,15,55,3.66666666666667,"Class-3","Casino"
"2742",84.46525,2004-04-17,8,0.653556771545831,0.763337893296854,0.662277701778385,4,4,4,20,20,20,60,4,"Class-4","Hotel & Casino"
"2744",110.6408,2004-10-16,5,0.725034199726418,0.642612859097127,0.843707250341997,4,4,5,20,20,25,65,4.33333333333333,"Class-4","Hotel & Casino"
"2746",105.679569230769,2004-08-31,13,0.715458276333804,0.86234610123119,0.766244870041039,4,5,4,20,25,20,65,4.33333333333333,"Class-4","Hotel & Casino"
"2748",6.75,2002-02-21,1,0.138850889192888,0,0.0540355677154583,1,1,1,5,5,5,15,1,"Class-1","Casino"
"2749",125.6175,2004-04-29,4,0.758378932968559,0.581395348837209,0.669972640218877,4,3,4,20,15,20,55,3.66666666666667,"Class-3","Casino"
"275",17.4366666666667,2004-07-31,9,0.245383036935709,0.790697674418605,0.734610123119014,2,4,4,10,20,20,50,3.33333333333333,"Class-3","Casino"
"2750",57.5328571428571,2004-02-16,7,0.53231874145005,0.732045143638851,0.625854993160054,3,4,4,15,20,20,55,3.66666666666667,"Class-3","Casino"
"2751",102.270666666667,2002-09-23,3,0.707934336525321,0.497435020519836,0.386456908344733,4,3,2,20,15,10,45,3,"Class-3","Hotel & Casino"
"2753",80.6192,2003-06-24,4,0.640218878248975,0.581395348837209,0.529924760601914,4,3,3,20,15,15,50,3.33333333333333,"Class-3","Hotel & Casino"
"2755",213.343488372093,2004-12-17,43,0.856532147742859,0.974692202462381,0.948358413132694,5,5,5,25,25,25,75,5,"Class-5","Casino"
"2756",291.66,2002-01-19,1,0.897571819425494,0,0.0129958960328317,5,1,1,25,5,5,35,2.33333333333333,"Class-2","Casino"
"2757",61.31,2002-06-18,1,0.556771545827619,0,0.219391244870041,3,1,2,15,5,10,30,2,"Class-2","Casino"
"2758",20.25,2002-07-20,1,0.26761285909713,0,0.270519835841313,2,1,2,10,5,10,25,1.66666666666667,"Class-1","Casino"
"2759",9.527,2004-01-12,10,0.163303693570454,0.815492476060192,0.609097127222981,1,5,4,5,25,20,50,3.33333333333333,"Class-3","Casino"
"276",29.7242857142857,2004-01-31,7,0.351744186046505,0.732045143638851,0.616621067031463,2,4,4,10,20,20,50,3.33333333333333,"Class-3","Casino"
"2760",449.976,2004-12-27,10,0.935191518467909,0.815492476060192,0.969733242134062,5,5,5,25,25,25,75,5,"Class-5","Casino"
"2761",96.0114285714286,2004-09-04,7,0.692202462380311,0.732045143638851,0.771203830369356,4,4,4,20,20,20,60,4,"Class-4","Casino"
"2762",32.5233333333333,2004-12-27,3,0.376025991792057,0.497435020519836,0.969733242134062,2,3,5,10,15,25,50,3.33333333333333,"Class-3","Casino"
"2763",690.98,2002-03-25,1,0.958276333789391,0,0.0964432284541724,5,1,1,25,5,5,35,2.33333333333333,"Class-2","Casino"
"2764",111.53,2004-03-21,5,0.727257181942561,0.642612859097127,0.646032831737345,4,4,4,20,20,20,60,4,"Class-4","Casino"
"2765",1346.3166,2002-12-10,6,0.981532147742883,0.689466484268126,0.477599179206566,5,4,3,25,20,15,60,4,"Class-4","Hotel & Casino"
"2767",118.9976,2002-08-07,2,0.745041039671703,0.352941176470588,0.302154582763338,4,2,2,20,10,10,40,2.66666666666667,"Class-2","Hotel & Casino"
"2769",99.325,2004-04-04,2,0.701094391244882,0.352941176470588,0.654411764705881,4,2,4,20,10,20,50,3.33333333333333,"Class-3","Casino"
"277",144.616666666667,2004-03-28,6,0.787961696306458,0.689466484268126,0.65047879616963,4,4,4,20,20,20,60,4,"Class-4","Casino"
"2770",6.9214,2002-12-12,2,0.140731874145008,0.352941176470588,0.48016415868673,1,2,3,5,10,15,30,2,"Class-2","Hotel & Casino"
"2772",-146.8975,2004-12-17,4,0.0109439124487004,0.581395348837209,0.948358413132694,1,3,5,5,15,25,45,3,"Class-3","Casino"
"2773",4071.68391304348,2004-11-16,23,0.99316005471963,0.935704514363885,0.887653898768809,5,5,5,25,25,25,75,5,"Class-5","Casino"
"2774",117.773333333333,2002-07-14,3,0.741792065663494,0.497435020519836,0.259917920656635,4,3,2,20,15,10,45,3,"Class-3","Casino"
"2775",-27.574,2003-04-09,5,0.0290697674418603,0.642612859097127,0.508549931600546,1,4,3,5,20,15,40,2.66666666666667,"Class-2","Casino"
"2776",-0.266090909090909,2004-11-30,11,0.0456566347469217,0.834131326949385,0.914329685362517,1,5,5,5,25,25,55,3.66666666666667,"Class-3","Casino"
"2777",1315.44544,2002-10-09,5,0.980677154582829,0.642612859097127,0.407318741450068,5,4,3,25,20,15,60,4,"Class-4","Hotel & Casino"
"2779",77.64,2002-08-16,1,0.627564979480163,0,0.318741450068399,4,1,2,20,5,10,35,2.33333333333333,"Class-2","Casino"
"278",289.165,2003-11-23,4,0.896545827633428,0.581395348837209,0.586867305061558,5,3,3,25,15,15,55,3.66666666666667,"Class-3","Casino"
"2780",-376.610933333333,2003-08-27,6,0.00341997264021888,0.689466484268126,0.55437756497948,1,4,3,5,20,15,40,2.66666666666667,"Class-2","Hotel & Casino"
"2782",2.14333333333333,2002-09-05,3,0.0803693570451436,0.497435020519836,0.359268125854993,1,3,2,5,15,10,30,2,"Class-2","Casino"
"2783",5.38,2002-06-18,1,0.121751025991793,0,0.219391244870041,1,1,2,5,5,10,20,1.33333333333333,"Class-1","Casino"
"2784",77.9833333333333,2004-09-04,3,0.629274965800273,0.497435020519836,0.771203830369356,4,3,4,20,15,20,55,3.66666666666667,"Class-3","Casino"
"2785",409.795,2004-09-22,12,0.927154582763393,0.850205198358413,0.815492476060191,5,5,5,25,25,25,75,5,"Class-5","Casino"
"2786",28.835,2002-08-17,2,0.34524623803009,0.352941176470588,0.321990424076607,2,2,2,10,10,10,30,2,"Class-2","Casino"
"2787",48.423,2004-12-03,8,0.483242134062906,0.763337893296854,0.91860465116279,3,4,5,15,20,25,60,4,"Class-4","Hotel & Casino"
"2789",1.155,2002-09-27,2,0.0675444596443226,0.352941176470588,0.391928864569083,1,2,2,5,10,10,25,1.66666666666667,"Class-1","Casino"
"279",48.2132317073171,2004-12-29,164,0.481361149110786,0.995896032831738,0.976915184678522,3,5,5,15,25,25,65,4.33333333333333,"Class-4","Casino"
"2790",-25.98,2002-12-08,1,0.0297537619699041,0,0.475034199726401,1,1,3,5,5,15,25,1.66666666666667,"Class-1","Casino"
"2791",59.342,2004-10-11,10,0.546853625170983,0.815492476060192,0.83703830369357,3,5,5,15,25,25,65,4.33333333333333,"Class-4","Casino"
"2792",82.6446666666667,2003-03-11,3,0.647400820793436,0.497435020519836,0.502564979480163,4,3,3,20,15,15,50,3.33333333333333,"Class-3","Hotel"
"2793",187.5,2002-04-26,1,0.836525307797575,0,0.143980848153215,5,1,1,25,5,5,35,2.33333333333333,"Class-2","Casino"
"2794",174.053333333333,2004-10-02,3,0.822845417236697,0.497435020519836,0.826436388508891,5,3,5,25,15,25,65,4.33333333333333,"Class-4","Casino"
"2795",14.57,2002-01-04,1,0.210841313269497,0,0.00136798905608755,2,1,1,10,5,5,20,1.33333333333333,"Class-1","Casino"
"2796",6.62571428571429,2004-09-15,7,0.1374829001368,0.732045143638851,0.788474692202462,1,4,4,5,20,20,45,3,"Class-3","Casino"
"2797",59.0659333333333,2004-08-29,3,0.544288645690818,0.497435020519836,0.763850889192886,3,3,4,15,15,20,50,3.33333333333333,"Class-3","Casino"
"2798",14.39,2002-02-23,1,0.209131326949388,0,0.0576265389876881,2,1,1,10,5,5,20,1.33333333333333,"Class-1","Casino"
"2799",96.3445,2003-12-12,4,0.693228454172377,0.581395348837209,0.595417236662106,4,3,3,20,15,15,50,3.33333333333333,"Class-3","Hotel & Casino"
"28",83.67,2002-10-14,2,0.650820793433655,0.352941176470588,0.412448700410396,4,2,3,20,10,15,45,3,"Class-3","Hotel & Casino"
"280",51.46,2002-02-28,1,0.498119015047857,0,0.0642954856361149,3,1,1,15,5,5,25,1.66666666666667,"Class-1","Casino"
"2801",211.5472,2002-07-28,4,0.85482216142275,0.581395348837209,0.283173734610123,5,3,2,25,15,10,50,3.33333333333333,"Class-3","Hotel & Casino"
"2803",22.6761111111111,2004-10-10,18,0.291552667578659,0.909712722298222,0.835499316005471,2,5,5,10,25,25,60,4,"Class-4","Casino"
"2804",165.194,2002-07-05,1,0.813440492476093,0,0.246238030095759,5,1,2,25,5,10,40,2.66666666666667,"Class-2","Hotel"
"2805",15.248,2002-09-18,1,0.216826265389881,0,0.377393980848153,2,1,2,10,5,10,25,1.66666666666667,"Class-1","Hotel"
"2806",10.5285714285714,2002-08-03,7,0.17168262653899,0.732045143638851,0.294801641586867,1,4,2,5,20,10,35,2.33333333333333,"Class-2","Casino"
"2807",13236.9131818182,2004-04-11,22,0.998119015047948,0.930232558139535,0.659028727770177,5,5,4,25,25,20,70,4.66666666666667,"Class-4","Casino"
"2808",-91.9322,2002-02-18,2,0.0148768809849521,0.352941176470588,0.0519835841313269,1,2,1,5,10,5,20,1.33333333333333,"Class-1","Hotel & Casino"
"281",171.372857142857,2004-07-19,7,0.820622435020554,0.732045143638851,0.72298221614227,5,4,4,25,20,20,65,4.33333333333333,"Class-4","Casino"
"2810",107.54,2002-08-16,1,0.717681258549946,0,0.318741450068399,4,1,2,20,5,10,35,2.33333333333333,"Class-2","Casino"
"2811",76.4745285714286,2004-11-24,7,0.623974008207932,0.732045143638851,0.902530779753762,4,4,5,20,20,25,65,4.33333333333333,"Class-4","Casino"
"2812",662.899485714286,2004-08-19,7,0.95639534883727,0.732045143638851,0.753248974008207,5,4,4,25,20,20,65,4.33333333333333,"Class-4","Hotel & Casino"
"2814",-5.79333333333333,2004-09-15,3,0.0405266757865935,0.497435020519836,0.788474692202462,1,3,4,5,15,20,40,2.66666666666667,"Class-2","Casino"
"2815",120.2215,2004-11-22,4,0.747777017783878,0.581395348837209,0.898084815321477,4,3,5,20,15,25,60,4,"Class-4","Casino"
"2816",36.132,2002-06-23,5,0.404069767441848,0.642612859097127,0.227941176470588,3,4,2,15,20,10,45,3,"Class-3","Hotel & Casino"
"2818",17.74,2002-08-25,1,0.248632010943917,0,0.340800273597811,2,1,2,10,5,10,25,1.66666666666667,"Class-1","Casino"
"2819",118.81,2002-05-27,1,0.744699042407681,0,0.183994528043776,4,1,1,20,5,5,30,2,"Class-2","Hotel"
"282",239.32616,2004-09-11,10,0.87072503419977,0.815492476060192,0.77906976744186,5,5,4,25,25,20,70,4.66666666666667,"Class-4","Hotel & Casino"
"2820",-395,2002-05-11,1,0.00307797537619699,0,0.165013679890561,1,1,1,5,5,5,15,1,"Class-1","Casino"
"2821",48.4511111111111,2004-12-21,9,0.483584131326928,0.790697674418605,0.958618331053351,3,4,5,15,20,25,60,4,"Class-4","Casino"
"2822",13.7871428571429,2004-05-02,7,0.203659370725038,0.732045143638851,0.671682626538987,2,4,4,10,20,20,50,3.33333333333333,"Class-3","Casino"
"2823",58.836,2002-01-06,1,0.54274965800272,0,0.00239398084815321,3,1,1,15,5,5,25,1.66666666666667,"Class-1","Hotel"
"2824",40.23,2002-05-22,1,0.430745554035553,0,0.178009575923393,3,1,1,15,5,5,25,1.66666666666667,"Class-1","Casino"
"2825",33.9802380952381,2003-11-05,42,0.388679890560865,0.973666210670315,0.580027359781121,2,5,3,10,25,15,50,3.33333333333333,"Class-3","Casino"
"2826",3.47,2002-02-02,1,0.0998632010943916,0,0.0271887824897401,1,1,1,5,5,5,15,1,"Class-1","Casino"
"2827",1.75,2002-04-28,1,0.0762653898768809,0,0.147058823529412,1,1,1,5,5,5,15,1,"Class-1","Casino"
"2828",59.258,2002-01-11,1,0.545656634746906,0,0.00581395348837209,3,1,1,15,5,5,25,1.66666666666667,"Class-1","Hotel"
"2829",1.17,2002-08-01,2,0.0682284541723664,0.352941176470588,0.290355677154583,1,2,2,5,10,10,25,1.66666666666667,"Class-1","Casino"
"2830",41.978,2002-07-02,2,0.44134746922023,0.352941176470588,0.242476060191518,3,2,2,15,10,10,35,2.33333333333333,"Class-2","Hotel & Casino"
"2832",0.55,2002-06-01,1,0.0591655266757863,0,0.19015047879617,1,1,1,5,5,5,15,1,"Class-1","Casino"
"2833",33.7571428571429,2003-12-29,7,0.387311901504778,0.732045143638851,0.602086183310533,2,4,4,10,20,20,50,3.33333333333333,"Class-3","Casino"
"2834",23.98,2002-03-10,1,0.303009575923391,0,0.0747264021887825,2,1,1,10,5,5,20,1.33333333333333,"Class-1","Hotel"
"2835",59.2833333333333,2004-12-09,15,0.545827633378917,0.885601915184679,0.929890560875512,3,5,5,15,25,25,65,4.33333333333333,"Class-4","Casino"
