DIST_NAME,AC_NAME,AC_TYPE,Name,Gender,Caste,Age,Party,Votes,POSITION,Polled,Electors,MLA.12,Party.12,,Match,cand,const,party,Criminal Case ,Education ,Total Assets,ser,ABBAS AHAMADMariyahu,Abbas AhmadMARIYAHU
Azamgarh,Didarganj,GEN,RIZVAN,M,GEN,32,BaSaPa,367,12,187419,341579,ADIL SHEIKH,SP,RIZVANDidarganj,RizvanDIDARGANJ,Rizvan,DIDARGANJ,Bhartiya Sarvodaya Party,1,Literate,198000,1,,
Budaun,Sahaswan,GEN,RIYASAT KHAN,M,GEN,60,BBPP,1242,8,240875,398634,OMKAR SINGH,SP,RIYASAT KHANSahaswan,Riyasat KhanSAHASWAN,Riyasat Khan,SAHASWAN,Bharatiya Bahujan Parivartan Party,0,Literate,12372000,NA,,
Azamgarh,Sagri,GEN,RITU KHARE,F,GEN,39,NINSHAD,2427,5,179143,327363,ABHAY NARAYAN,SP,RITU KHARESagri,Ritu KhareSAGRI,Ritu Khare,SAGRI,Nirbal Indian Shoshit Hamara Aam Dal,0,Post Graduate,6768258,NA,,
Bareilly,Bithari Chainpur,GEN,RITIK,M,GEN,34,LPSP,449,11,234958,362526,VIRENDRA SINGH,BSP,RITIKBithari Chainpur,RitikBITHARI CHAINPUR,Ritik,BITHARI CHAINPUR,Lokpriya Samaj Party,0,10th Pass,6222054,NA,,
Varanasi,Varanasi South,GEN,RITIKA RANI,F,GEN,26,RKSP,319,9,178852,281290,SHYAMDEV ROY CHAUDHARI (DADA),BJP,RITIKA RANIVaranasi South,Ritika RaniVARANASI SOUTH,Ritika Rani,VARANASI SOUTH,Rashtriya Krantikari Samajwadi Party,0,12th Pass,90000,NA,,
Ambedkar Nagar,Jalalpur,GEN,RITESH PANDEY,M,GEN,33,BSP,90309,1,240800,384276,SHER BAHADUR,SP,RITESH PANDEYJalalpur,RiteshJALALPUR,Ritesh,JALALPUR,BSP,0,Graduate,210813416,NA,MO..KASIMBadlapur,Md.KasimBADLAPUR
Moradabad,Moradabad Nagar,GEN,RITESH KUMAR GUPTA,M,GEN,44,BJP,123467,1,276825,470792,MOHAMMAD YUSUF ANSARI,SP,RITESH KUMAR GUPTAMoradabad Nagar,Ritesh Kumar GuptaMORADABAD NAGAR,Ritesh Kumar Gupta,MORADABAD NAGAR,BJP,0,12th Pass,61914586,NA,,
Fatehpur,Bindki,GEN,RITA DEVI,F,SC,48,BMUP,542,11,183975,297115,SUKHADEV PRASAD VERMA,BSP,RITA DEVIBindki,Rita DeviBINDKI,Rita Devi,BINDKI,Bahujan Mukti Party,0,Post Graduate,15431562,NA,,
Moradabad,Bilari,GEN,RISHIPAL SINGH,M,GEN,50,BSP,60976,5,229708,343939,MHD.IRFAN,SP,RISHIPAL SINGHBilari,Rishipal SinghBILARI,Rishipal Singh,BILARI,BSP,2,Graduate,109596979,NA,,
Sambhal,Bilari,GEN,RISHIPAL SINGH,M,GEN,50,BSP,60976,6,229708,343939,MHD.IRFAN,SP,RISHIPAL SINGHBilari,Rishipal SinghBILARI,Rishipal Singh,BILARI,BSP,2,Graduate,109596979,NA,,
Mathura,Chhata,GEN,RISHI RAJ,M,GEN,44,RLD,9801,4,227343,340122,TEJPAL SINGH,RLD,RISHI RAJChhata,Rishi RajCHHATA,Rishi Raj,CHHATA,RLD,0,Post Graduate,90212216,NA,,
Faizabad,Ayodhya,GEN,DR. RIPUNJAY SINGH,M,GEN,41,AACP,737,8,217642,351003,TEJ NARAYAN PANDEY ALIAS PAWAN PANDEY,SP,DR. RIPUNJAY SINGHAyodhya,Ripunjay SinghAYODHYA,Ripunjay Singh,AYODHYA,Adarshwaadi Congress Party,0,Doctorate,685115,NA,ASHA MAURYAMahmoodabad,Asha MauryaMOHMOODABAD
Gautam Buddha Nagar,Noida,GEN,RIPAN HALDAR,M,GEN,25,BHABHAPA,282,14,254418,523865,MAHESH KUMAR SHARMA,BJP,RIPAN HALDARNoida,Ripan HaldarNOIDA,Ripan Haldar,NOIDA,Bhartiya Bhaichara Party,0,8th Pass,61700,NA,,
Allahabad,Allahabad West,GEN,RICHA SINGH,F,GEN,29,SP,60182,2,198758,418849,POOJA PAL,BSP,RICHA SINGHAllahabad West,Richa SinghALLAHABAD WEST,Richa Singh,ALLAHABAD WEST,SP,0,Post Graduate,1307557,NA,,
PILIBHIT,Pilibhit,GEN,RIAZ AHMAD,M,GEN,58,SP,93130,2,251842,368537,RIAZ AHMAD,SP,RIAZ AHMADPilibhit,Riaz AhmadPILIBHIT,Riaz Ahmad,PILIBHIT,SP,0,Post Graduate,40911025,NA,,
Ghazipur,Zamania,GEN,RENU,F,GEN,29,MAHAD,445,10,217280,395078,OMPRAKASH,SP,RENUZamania,RenuZAMANIA,Renu,ZAMANIA,Mahakranti Dal,0,5th Pass,43500,NA,,
Azamgarh,Mehnagar ,SC,RENU DEVI,F,SC,28,ASSP,923,8,202136,386952,BRIJ LAL SONKAR,SP,RENU DEVIMehnagar ,Renu DeviMEHNAGAR ,Renu Devi,MEHNAGAR ,Asankhya Samaj Party,0,12th Pass,238000,NA,,
Azamgarh,Phoolpur Pawai,GEN,REETA MAURYA,F,GEN,26,ASSP,316,12,178473,304955,SHYAM BAHADUR SINGH YADAV,SP,REETA MAURYAPhoolpur Pawai,Reeta MauryaPHOOLPUR PAWAI,Reeta Maurya,PHOOLPUR PAWAI,Asankhya Samaj Party,0,Graduate,39100,NA,,
Amethi,Amethi,GEN,REETA CHAUHAN,F,GEN,31,BHANYD,247,25,187822,334587,GAYATRI PRASAD,SP,REETA CHAUHANAmethi,Reeta ChauhanAMETHI,Reeta Chauhan,AMETHI,Bharat Nyay Dal,0,Literate,4076800,NA,,
Muzaffarnagar,Muzaffar Nagar,GEN,REENU ALIAS SAKSHI,F,GEN,25,ABHM,81,14,215602,334332,CHITRANJAN SWAROOP,SP,REENU ALIAS SAKSHIMuzaffar Nagar,Reenu Alias SakshiMUZAFFAR NAGAR,Reenu Alias Sakshi,MUZAFFAR NAGAR,Akhil Bharat Hindu Mahasabha,0,8th Pass,50000,NA,,
Maharajganj,Pharenda,GEN,REENA,F,GEN,38,AIMIM,1878,7,198963,333601,BAJRANG BAHADUR SINGH,BJP,REENAPharenda,ReenaPHARENDA,Reena,PHARENDA,All India Majlis-E-Ittehadul Muslimeen,0,12th Pass,9755000,NA,,
Jaunpur,Jaunpur,GEN,RAYEES AHAMAD,M,GEN,34,MAHAD,363,12,225593,390593,NADEEM JAVED,INC,RAYEES AHAMADJaunpur,Rayees AhamadJAUNPUR,Rayees Ahamad,JAUNPUR,Mahakranti Dal,0,10th Pass,5225000,NA,,
Ambedkar Nagar,Jalalpur,GEN,RAVISH CHANDRA VERMA,M,GEN,46,RLD,1260,10,240800,384276,SHER BAHADUR,SP,RAVISH CHANDRA VERMAJalalpur,Ravish ChandraJALALPUR,Ravish Chandra,JALALPUR,RLD,0,Graduate,1842901,NA,MOHAMMAD IMRANSikandrabad,Mohd ImranSIKANDRABAD
Jalaun,Madhaugarh,GEN,RAVINDRA SINGH,M,GEN,60,MD,22022,4,252667,431297,SANTRAM,BSP,RAVINDRA SINGHMadhaugarh,Ravindra SinghMADHAUGARH,Ravindra Singh,MADHAUGARH,Mahan Dal,0,10th Pass,59777000,NA,,
Etawah,Etawah,GEN,RAVINDRA SINGH,M,GEN,40,BSRD,323,19,221223,381680,RAGHURAJ SINGH SHAKYA,SP,RAVINDRA SINGHEtawah,Ravindra SinghETAWAH,Ravindra Singh,ETAWAH,Bharatiya Subhash Sena,0,5th Pass,3441000,NA,,
Gautam Buddha Nagar,Dadri,GEN,RAVINDRA SINGH BHATI,M,GEN,40,RLD,10373,4,265298,441229,SATVEER SINGH GURJAR,BSP,RAVINDRA SINGH BHATIDadri,Ravindra Singh BhatiDADRI,Ravindra Singh Bhati,DADRI,RLD,1,Graduate Professional,10924899,1,,
Aligarh,Barauli,GEN,SHRI RAVINDRA PAL SINGH,M,GEN,38,RTKP,289,10,235114,356744,DALVEER SINGH,RLD,SHRI RAVINDRA PAL SINGHBarauli,Ravindra Pal SinghBARAULI,Ravindra Pal Singh,BARAULI,Rashtriya Kranti Party,0,10th Pass,778971,NA,COL. UMESH VERMAAgra North,Umesh VermaAGRA NORTH
Sant Ravidas Nagar,Bhadohi,GEN,RAVINDRA NATH TRIPATHI,M,GEN,56,BJP,79519,1,239549,415458,JAHID BEG,SP,RAVINDRA NATH TRIPATHIBhadohi,Ravindra NathBHADOHI,Ravindra Nath,BHADOHI,BJP,0,Graduate,35436104,NA,DHARMESH SINGH TOMARDholana,Dharmesh Singh TomerDHOLANA
Banda,Banda,GEN,RAVINDRA NATH GUPTA,M,GEN,28,RLD,991,9,182409,304204,VIVEK KUMAR SINGH,INC,RAVINDRA NATH GUPTABanda,Ravindra Nath GuptaBANDA,Ravindra Nath Gupta,BANDA,RLD,0,Graduate,5788507,NA,,
Saharanpur,Rampur Maniharan ,SC,RAVINDRA KUMAR MOLHU,M,SC,47,BSP,75870,2,218927,297983,RAVINDER KUMAR MOLHU,BSP,RAVINDRA KUMAR MOLHURampur Maniharan ,Ravindra KumarRAMPUR MANIHARAN,Ravindra Kumar,RAMPUR MANIHARAN,BSP,3,10th Pass,74312519,1,SUNIL KUMAR LALAKASTA,Sunil KumarALLAHABAD WEST
Pratapgarh,Rampur Khas,GEN,RAVINDRA KUMAR,M,GEN,47,LD,870,11,170734,315794,PRAMOD KUMAR,INC,RAVINDRA KUMARRampur Khas,Ravindra KumarRAMPUR KHAS,Ravindra Kumar,RAMPUR KHAS,Lok Dal,0,Graduate,2782000,NA,,
Amethi,Gauriganj,GEN,RAVINDRA KUMAR,M,GEN,36,RLD,1876,5,201189,335745,RAKESH PRATAP SINGH,SP,RAVINDRA KUMARGauriganj,Ravindra KumarGAURIGANJ,Ravindra Kumar,GAURIGANJ,RLD,0,Graduate Professional,5184000,NA,,
Sambhal,Chandausi ,SC,RAVINDRA KUMAR,M,SC,38,RLD,1278,6,224088,363471,LAXMI GAUTAM,SP,RAVINDRA KUMARChandausi ,Ravindra KumarCHANDAUSI ,Ravindra Kumar,CHANDAUSI ,RLD,0,Graduate Professional,2433000,NA,,
Varanasi,Varanasi North,GEN,RAVINDRA JAISWAL,M,GEN,50,BJP,116017,1,227796,384603,RAVINDRA JAISWAL,BJP,RAVINDRA JAISWALVaranasi North,Ravindra JaisawalVARANASI NORTH,Ravindra Jaisawal,VARANASI NORTH,BJP,3,Post Graduate,67283263,1,,
Saharanpur,Saharanpur Nagar,GEN,RAVINDER ARORA,M,GEN,51,SHS,223,14,272524,393564,RAGHAV LAKHANPAL,BJP,RAVINDER ARORASaharanpur Nagar,Ravinder AroraSAHARANPUR NAGAR,Ravinder Arora,SAHARANPUR NAGAR,SHS,0,12th Pass,10327000,NA,,
Gautam Buddha Nagar,Noida,GEN,RAVIKANT,M,GEN,40,BSP,27365,3,254418,523865,MAHESH KUMAR SHARMA,BJP,RAVIKANTNoida,RavikantNOIDA,Ravikant,NOIDA,BSP,0,10th Pass,64719420,NA,,
Banda,Banda,GEN,RAVIKANT,M,GEN,30,JAM,298,22,182409,304204,VIVEK KUMAR SINGH,INC,RAVIKANTBanda,RavikantBANDA,Ravikant,BANDA,Jan Adhikar Manch,0,Graduate,1227032,NA,,
Lucknow,Lucknow Central,GEN,RAVIDAS MEHROTRA,M,GEN,61,SP,73306,2,195036,366952,RAVIDAS MEHROTRA,SP,RAVIDAS MEHROTRALucknow Central,Ravidas MehrotraLUCKNOW CENTRAL,Ravidas Mehrotra,LUCKNOW CENTRAL,SP,13,Graduate Professional,9372605,1,,
Jhansi,Jhansi Nagar,GEN,RAVI SHARMA,M,GEN,46,BJP,117873,1,242265,398008,RAVI SHARMA,BJP,RAVI SHARMAJhansi Nagar,Ravi SharmaJHANSI NAGAR,Ravi Sharma,JHANSI NAGAR,BJP,1,Graduate Professional,53129576,NA,,
Allahabad,Koraon ,SC,RAVI SHANKAR,M,SC,30,AaSamP,1136,11,196233,329333,RAJBALI JAISAL,BSP,RAVI SHANKARKoraon ,Ravi ShankarKORAON ,Ravi Shankar,KORAON ,Aadim Samaj Party,0,8th Pass,556600,NA,,
Aligarh,Khair ,SC,RAVI KUMAR,M,SC,30,BMUP,320,11,232983,375522,BHAGWATI PRASAD,RLD,RAVI KUMARKhair ,Ravi KumarKHAIR ,Ravi Kumar,KHAIR ,Bahujan Mukti Party,0,8th Pass,125000,NA,,
Sonbhadra,Obra,ST,RAVI GOND,M,ST,28,SP,33789,2,162852,307843,SUNIL KUMAR,BSP,RAVI GONDObra,Ravi GondOBRA ,Ravi Gond,OBRA ,SP,0,Post Graduate,1850920,NA,SATYADEV YADAVJangipur,Satyadeo YadavJANGIPUR
Meerut,Meerut South,GEN,PANDIT RAVI BHATT,M,GEN,43,HND,547,10,270823,428854,RAVINDRA BHADANA,BJP,PANDIT RAVI BHATTMeerut South,Ravi BhattMEERUT SOUTH,Ravi Bhatt,MEERUT SOUTH,Hindusthan Nirman Dal,0,Illiterate,39000,NA,RAMDIN RATHAURBilgram-Mallanwan,Ramdin RathaurBILGRAM MALLANWAN
Aligarh,Chharra,GEN,RAVENDRA PAL SINGH,M,GEN,53,BJP,110738,1,229011,360415,RAKESH KUMAR,SP,RAVENDRA PAL SINGHChharra,Ravendra Pal SinghCHHARRA,Ravendra Pal Singh,CHHARRA,BJP,0,10th Pass,29545575,NA,,
Moradabad,Moradabad Nagar,GEN,RAUF,M,GEN,52,RLD,1035,5,276825,470792,MOHAMMAD YUSUF ANSARI,SP,RAUFMoradabad Nagar,RaufMORADABAD NAGAR,Rauf,MORADABAD NAGAR,RLD,0,Literate,68000,NA,,
Kheri,NIGHASAN,GEN,RATNAKAR MAURYA,M,GEN,52,JAM,843,11,222157,327486,AJAY,BJP,RATNAKAR MAURYANIGHASAN,RatnakarNIGHASAN,Ratnakar,NIGHASAN,Jan Adhikar Manch,0,12th Pass,17108000,NA,SATISH CHANDRA GONDCaimpiyarganj,Satish Kumar Urf Satish Chandra GondCAIMPIYARGANJ
Mirzapur,Mirzapur,GEN,RATNAKAR MISHR,M,GEN,58,BJP,109196,1,225305,385084,KAILASH NATH CHAURASIYA,SP,RATNAKAR MISHRMirzapur,Ratnakar MishrMIRZAPUR,Ratnakar Mishr,MIRZAPUR,BJP,0,Others,52328714,NA,,
Rae Bareli,Sareni,GEN,RATNA PANDEY,F,GEN,38,RLD,1139,8,204889,351730,DEVENDRA PRATAP SINGH,SP,RATNA PANDEYSareni,Ratna PandeySARENI,Ratna Pandey,SARENI,RLD,0,Graduate Professional,4620500,NA,,
Lucknow,Lucknow East,GEN,RATISH CHANDRA UPADHYAYA,M,GEN,64,UKKD,259,10,228115,422793,KALRAJ MISHRA,BJP,RATISH CHANDRA UPADHYAYALucknow East,Ratish Chandra UpadhyayaLUCKNOW EAST,Ratish Chandra Upadhyaya,LUCKNOW EAST,UKD,0,Graduate Professional,15515580,NA,,
Bareilly,Nawabganj,GEN,RATAN LAL,M,GEN,66,BSRD,1260,8,216120,315060,BHAGWAT SARAN GANGWAR,SP,RATAN LALNawabganj,Ratan LalNAWABGANJ,Ratan Lal,NAWABGANJ,Bharatiya Subhash Sena,0,8th Pass,3060000,NA,,
Ghaziabad,Loni,GEN,RASHID MALIK,M,GEN,35,SP,42302,4,274588,456713,ZAKIR ALI,BSP,RASHID MALIKLoni,Rashid MalikLONI,Rashid Malik,LONI,SP,0,8th Pass,37976516,NA,,
Bijnor,Bijnor,GEN,RASHID AHMAD,M,GEN,56,BSP,49788,3,245908,363181,KUNVAR BHARATENDRA,BJP,RASHID AHMADBijnor,Rashid AhmadBIJNOR,Rashid Ahmad,BIJNOR,BSP,5,Literate,31320000,1,,
Mathura,Baldev ,SC,RANVIR,M,SC,32,SP,8893,4,231887,347607,POORAN PRAKASH,RLD,RANVIRBaldev ,RanvirBALDEV ,Ranvir,BALDEV ,SP,0,Graduate,3357000,NA,,
Mathura,Goverdhan,GEN,RANVIR PANDAV,M,GEN,70,INC,5943,4,207114,311396,RAJKUMAR RAWAT,BSP,RANVIR PANDAVGoverdhan,Ranvir PandavGOVERDHAN,Ranvir Pandav,GOVERDHAN,INC,0,Post Graduate,22117118,NA,,
Deoria,Salempur,SC,RANVIJAY,M,SC,37,BSP,28152,3,162464,309089,MANBODH,SP,RANVIJAYSalempur,RanvijaySALEMPUR,Ranvijay,SALEMPUR,BSP,0,Post Graduate,3065000,NA,,
Azamgarh,Didarganj,GEN,RANVIJAY,M,GEN,54,NINSHAD,2105,6,187419,341579,ADIL SHEIKH,SP,RANVIJAYDidarganj,RanvijayDIDARGANJ,Ranvijay,DIDARGANJ,Nirbal Indian Shoshit Hamara Aam Dal,0,Graduate,1309000,NA,,
Mainpuri,Karhal,GEN,RANVIJAY SINGH,M,GEN,62,BSRD,776,7,210338,355392,SOBARAN SINGH YADAV,SP,RANVIJAY SINGHKarhal,Ranvijay SinghKARHAL,Ranvijay Singh,KARHAL,Bharatiya Subhash Sena,0,10th Pass,1175000,NA,,
Fatehpur,Husainganj,GEN,RANVENDRA PRATAP SINGH URF DHUNNI BHAIYA,M,GEN,53,BJP,73595,1,175707,286821,MO. ASIF,BSP,RANVENDRA PRATAP SINGH URF DHUNNI BHAIYAHusainganj,Ranvendra Pratap SinghHUSAINGANJ,Ranvendra Pratap Singh,HUSAINGANJ,BJP,0,12th Pass,37599236,NA,MATADEENPhephana,MatadinPHEPHANA
Sant Ravidas Nagar,Aurai ,SC,RANJU RATNA SAROJ,F,SC,34,LD,742,8,206064,349041,MADHUBALA,SP,RANJU RATNA SAROJAurai ,Ranju Ratna SarojAURAI ,Ranju Ratna Saroj,AURAI ,Lok Dal,0,Post Graduate,2891164,NA,,
Deoria,Pathardeva,GEN,RANJIT,M,GEN,41,RLD,1002,8,191649,317739,SHAKIR ALI,SP,RANJITPathardeva,RanjitPATHARDEVA,Ranjit,PATHARDEVA,RLD,0,Graduate,7541000,NA,,
Etah,Marhara,GEN,RANJIT,M,GEN,51,LD,1159,7,191365,296197,AMIT GAURAV,SP,RANJITMarhara,RanjitMARHARA,Ranjit,MARHARA,Lok Dal,0,12th Pass,31384386,NA,,
Kanpur Nagar,Kanpur Cantt.,GEN,RANJIT SINGH SANGAR,M,GEN,32,SHS,422,6,176462,335587,RAGHUNANDAN SINGH BHADAURIA,BJP,RANJIT SINGH SANGARKanpur Cantt.,Ranjit Singh SangarKANPUR CANTT.,Ranjit Singh Sangar,KANPUR CANTT.,SHS,0,10th Pass,528335,NA,,
Banda,Banda,GEN,RANJEET,M,GEN,30,LD,324,20,182409,304204,VIVEK KUMAR SINGH,INC,RANJEETBanda,RanjeetBANDA,Ranjeet,BANDA,Lok Dal,0,8th Pass,146500,NA,,
Etah,Jalesar ,SC,RANJEET SUMAN,M,SC,42,SP,61694,2,184656,280441,RANJEET SUMAN,SP,RANJEET SUMANJalesar ,Ranjeet SumanJALESAR ,Ranjeet Suman,JALESAR ,SP,0,Post Graduate,40124358,NA,,
Bijnor,Nehtaur,SC,RANJEET SINGH,M,SC,42,UPRP,294,11,188238,286410,OM KUMAR,BSP,RANJEET SINGHNehtaur,Ranjeet SinghNEHTAUR ,Ranjeet Singh,NEHTAUR ,Uttar Pradesh Republican Party,0,12th Pass,225000,NA,SAROJ KUREELGhatampur ,SarojGHATAMPUR 
Sultanpur,Jagdishpur ,SC,RANJANA DEVI,F,SC,29,KTKD,813,17,193020,361697,RADHEY SHYAM,INC,RANJANA DEVIJagdishpur ,Ranjana DeviJAGDISHPUR ,Ranjana Devi,JAGDISHPUR ,Kisan Kranti Dal,0,Literate,491500,NA,,
Amethi,Jagdishpur ,SC,RANJANA DEVI,F,SC,29,KTKD,813,18,193020,361697,RADHEY SHYAM,INC,RANJANA DEVIJagdishpur ,Ranjana DeviJAGDISHPUR ,Ranjana Devi,JAGDISHPUR ,Kisan Kranti Dal,0,Literate,491500,NA,,
Agra,Bah,GEN,RANI PAKSHALIKA SINGH,F,GEN,56,BJP,80567,1,193277,321295,RAJA MAHENDRA ARIDAMAN SINGH,SP,RANI PAKSHALIKA SINGHBah,Rani Pakshalika SinghBAH,Rani Pakshalika Singh,BAH,BJP,0,Graduate,582998813,NA,,
Sant Ravidas Nagar,Bhadohi,GEN,RANGNATH MISHRA,M,GEN,57,BSP,56555,3,239549,415458,JAHID BEG,SP,RANGNATH MISHRABhadohi,Rangnath MishrBHADOHI,Rangnath Mishr,BHADOHI,BSP,1,Graduate,76334765,NA,DHEERAJ GOYALMeerut  ,Dheeraj GoyalMEERUT
Sant Ravidas Nagar,Gyanpur,GEN,RANGLAL GOND,M,GEN,55,GGP,1486,6,208956,368117,VIJAY KUMAR,SP,RANGLAL GONDGyanpur,Ranglal GondGYANPUR,Ranglal Gond,GYANPUR,Gondvana Gantantra Party,0,5th Pass,238000,NA,,
Allahabad,Koraon ,SC,RANG LAL,M,SC,35,JANADIP,1083,12,196233,329333,RAJBALI JAISAL,BSP,RANG LALKoraon ,Rang LalKORAON ,Rang Lal,KORAON ,Jan Adhikar Party,0,Graduate Professional,12600,NA,,
Kushinagar,Hata,GEN,RANAPRATAP,M,GEN,36,BSCP,1180,8,208351,352915,RADHESHYAM,SP,RANAPRATAPHata,RanapratapHATA,Ranapratap,HATA,Bhartiya Shakti Chetna Party,0,10th Pass,2305000,NA,,
Gorakhpur,Gorakhpur Urban,GEN,RANA RAHUL SINGH,M,GEN,32,INC,61491,2,219439,429226,DR RADHA MOHAN DAS AGARWAL,BJP,RANA RAHUL SINGHGorakhpur Urban,Rana RahulGORAKHPUR URBAN,Rana Rahul,GORAKHPUR URBAN,INC,0,Graduate,1325982,NA,LALJEEBALHA (S.C.),LaljeeBALHA 
Jaunpur,Shahganj,GEN,RANA AJEET PRATAP SINGH,M,GEN,48,SBSP,58656,2,214273,351509,SHAILENDRA YADAV 'LALAEE',SP,RANA AJEET PRATAP SINGHShahganj,Rana Ajeet Pratap SinghSHAHGANJ,Rana Ajeet Pratap Singh,SHAHGANJ,Suheldev Bhartiya Samaj Party,3,Post Graduate,42261980,1,,
Hathras,Sadabad,GEN,RAMVEER UPADHYAY,M,GEN,59,BSP,91365,1,226718,345400,DEVENDRA AGRAWAL,SP,RAMVEER UPADHYAYSadabad,Ramveer UpadhyaySADABAD,Ramveer Upadhyay,SADABAD,BSP,0,Graduate Professional,103926349,NA,,
Moradabad,Kundarki,GEN,RAMVEER SINGH,M,GEN,46,BJP,99740,2,264335,370262,MOHAMMAD RIZWAN,SP,RAMVEER SINGHKundarki,Ramveer SinghKUNDARKI,Ramveer Singh,KUNDARKI,BJP,4,Post Graduate,22858835,1,,
Firozabad,Jasrana,GEN,RAMVEER SINGH,M,GEN,60,LD,11274,4,230402,340477,RAMVEER  SINGH,SP,RAMVEER SINGHJasrana,Ramveer SinghJASRANA,Ramveer Singh,JASRANA,Lok Dal,0,Post Graduate,73855681,NA,,
Farrukhabad,Bhojpur,GEN,RAMTIRTH,M,GEN,44,BSRD,193,16,187726,307153,JAMALUDDIN SIDDIQUI,SP,RAMTIRTHBhojpur,RamtirthBHOJPUR,Ramtirth,BHOJPUR,Bharatiya Subhash Sena,0,10th Pass,31000,NA,,
Baharaich,Kaiserganj,GEN,RAMTEJ YADAV,M,GEN,71,SP,54117,3,209536,371265,MUKUT BIHARI,BJP,RAMTEJ YADAVKaiserganj,RamtejKAISERGANJ,Ramtej,KAISERGANJ,SP,3,Graduate,3668000,1,MUNNILAL PASWANSalempur,Munni LalSALEMPUR
Sant Kabir Nagar,KHALILABAD,GEN,RAMSWARATH,M,GEN,55,BSRD,651,18,224011,427321,DR. MOH. AYUB,PECP,RAMSWARATHKHALILABAD,RamswarathKHALILABAD,Ramswarath,KHALILABAD,Bharatiya Subhash Sena,0,8th Pass,90000,NA,,
Siddharthnagar,Bansi,GEN,RAMSURESH,M,GEN,50,SDU,2391,4,185132,363403,JAI PRATAP SINGH,BJP,RAMSURESHBansi,RamsureshBANSI,Ramsuresh,BANSI,Sabka Dal United,0,12th Pass,22687569,NA,,
Mau,Mau,GEN,RAM SOCH YADAV,M,GEN,60,CPI,1514,5,266081,442270,MUKHTAR ANSARI,QED,RAM SOCH YADAVMau,RamsochMAU,Ramsoch,MAU,CPI,3,10th Pass,3192500,1,RAM IQBALL SINGHRasara,Ram IqbalRASARA
Sambhal,Asmoli,GEN,RAMSARAN,M,GEN,43,SARSAMP,1689,5,250045,348577,PINKI SINGH,SP,RAMSARANAsmoli,RamsaranASMOLI,Ramsaran,ASMOLI,Sarv Sambhaav Party,1,Graduate Professional,3841714,1,,
Allahabad,Phaphamau,GEN,RAM SAJIWAN PATEL,M,GEN,56,RLD,1417,7,205362,356296,ANSAR AHMAD,SP,RAM SAJIWAN PATELPhaphamau,RamsajiwanPHAPHAMAU,Ramsajiwan,PHAPHAMAU,RLD,0,12th Pass,6840000,NA,SHIV KUMAR SINGHIsauli,Shiv KumarISAULI
Kheri,MOHAMMDI,GEN,RAMRATI,F,SC,48,BKrD,470,13,219146,315263,AWASTHI BALA PRASAD,BSP,RAMRATIMOHAMMDI,RamratiMOHAMMDI,Ramrati,MOHAMMDI,Bhartiya Krishak Dal,0,12th Pass,1667000,NA,,
Sant Ravidas Nagar,Gyanpur,GEN,RAMRATI BIND,M,GEN,80,SP,39205,4,208956,368117,VIJAY KUMAR,SP,RAMRATI BINDGyanpur,RamratiGYANPUR,Ramrati,GYANPUR,SP,2,Post Graduate,4579958,NA,MAHENDRA SINGH KHARGVANSHIHasanpur,Mahender Singh KhadakvanshiHASANPUR
Lalitpur,Lalitpur,GEN,RAMRATAN KUSHWAHA,M,GEN,55,BJP,156942,1,317856,453315,RAMESH PRASAD KUSHWAHA,BSP,RAMRATAN KUSHWAHALalitpur,RamratanLALITPUR,Ramratan,LALITPUR,BJP,0,Graduate Professional,17006575,NA,PUSHPRAJ SINGHPratappur,PushprajPRATAPPUR
PILIBHIT,Bisalpur,GEN,RAMRATAN VERMA,M,GEN,44,RKMP,1906,7,223221,348282,AGYS RAMSARAN VERMA,BJP,RAMRATAN VERMABisalpur,RamratanBISALPUR,Ramratan,BISALPUR,Rashtriya Kisan Majdoor Party,0,8th Pass,350500,NA,FAYYAZUL HUSAINKundarki,Fayyazul HussainKUNDARKI
Moradabad,Kanth,GEN,RAMRAKSHPAL,M,GEN,52,SHS,1086,10,253117,355629,ANEESURREHMAN,PECP,RAMRAKSHPALKanth,RamrakshpalKANTH,Ramrakshpal,KANTH,SHS,1,Literate,2100000,1,,
Moradabad,Moradabad Rural,GEN,RAMPRASAD,M,GEN,39,SHS,257,14,221547,356446,SHAMEEMUL HAQ,SP,RAMPRASADMoradabad Rural,RamprasadMORADABAD RURAL,Ramprasad,MORADABAD RURAL,SHS,0,8th Pass,1158100,NA,,
Barabanki,Zaidpur ,SC,RAMPHAL,M,SC,43,BMUP,518,11,256293,366659,RAMGOPAL,SP,RAMPHALZaidpur ,RamphalZAIDPUR ,Ramphal,ZAIDPUR ,Bahujan Mukti Party,0,Graduate,1565000,NA,,
Sitapur,Sevata,GEN,RAMPAL YADAV,M,GEN,52,LD,13130,4,214321,296486,MAHENDRA  KUMAR SINGH,SP,RAMPAL YADAVSevata,Rampal YadavSEVATA,Rampal Yadav,SEVATA,Lok Dal,6,12th Pass,20130667,1,,
Barabanki,Kursi,GEN,RAMOO LAL VERMA,M,GEN,39,BMUP,602,12,262790,374654,FAREED MAHFOOJ KIDWAI,SP,RAMOO LAL VERMAKursi,Ramoo Lal VermaKURSI,Ramoo Lal Verma,KURSI,Bahujan Mukti Party,1,Post Graduate,6773000,NA,,
