DIST_NAME,AC_NAME,AC.ID,AC_TYPE,Name,Gender,Caste,Age,Party,Votes,POSITION,Polled,Electors,MLA.12,Party.12,Criminal Case ,Education ,Total Assets,ser,Incumbent.Party
Agra,Agra Cantt. ,206,SC,UMESH CHAND,M,SC,47,APoI,763,9,252850,427525,GUTIYARI LAL DUWESH,BSP,0,Graduate,50000,0,0
Agra,Agra Cantt. ,206,SC,RAKESH KUMAR,M,SC,36,PECP,868,8,252850,427525,GUTIYARI LAL DUWESH,BSP,0,Literate,86000,0,0
Agra,Agra Cantt. ,206,SC,RAJKUMAR SINGH,M,SC,38,JAM,267,12,252850,427525,GUTIYARI LAL DUWESH,BSP,0,Graduate,1460000,0,0
Agra,Agra Cantt. ,206,SC,OMPRAKASH,M,SC,54,BaSaPa,222,13,252850,427525,GUTIYARI LAL DUWESH,BSP,0,Literate,2177000,0,0
Agra,Agra Cantt. ,206,SC,MAMTA KAUDAN,F,SC,44,SP,64683,3,252850,427525,GUTIYARI LAL DUWESH,BSP,0,Graduate,44629000,0,0
Agra,Agra Cantt. ,206,SC,GUTIYARI LAL DUWESH,M,SC,52,BSP,66853,2,252850,427525,GUTIYARI LAL DUWESH,BSP,0,8th Pass,54117613,0,1
Agra,Agra Cantt. ,206,SC,DR. GIRRAJ SINGH DHARMESH,M,SC,63,BJP,113178,1,252850,427525,GUTIYARI LAL DUWESH,BSP,2,Graduate Professional,23494000,0,0
Agra,Agra Cantt. ,206,SC,BABITA SINGH MAURYA,F,SC,43,RSMD,124,15,252850,427525,GUTIYARI LAL DUWESH,BSP,0,8th Pass,7766000,0,0
Agra,Agra North,9,GEN,VIVEK KUMAR JAIN,M,GEN,41,BSCP,177,16,230858,395511,JAGAN PRASAD GARG,BJP,0,Graduate,1705000,0,0
Agra,Agra North,9,GEN,COL. UMESH VERMA,M,GEN,45,RLD,1214,6,230858,395511,JAGAN PRASAD GARG,BJP,0,Graduate Professional,16698682,0,0
Agra,Agra North,9,GEN,TEJVEER SINGH,M,GEN,41,PECP,224,15,230858,395511,JAGAN PRASAD GARG,BJP,0,Graduate,231000,0,0
Agra,Agra North,9,GEN,MUKESH,M,GEN,30,RSMD,237,14,230858,395511,JAGAN PRASAD GARG,BJP,0,10th Pass,196000,0,0
Agra,Agra North,9,GEN,JAGAN PRASAD GARG,M,GEN,64,BJP,135120,1,230858,395511,JAGAN PRASAD GARG,BJP,5,Graduate,167804565,1,1
Agra,Agra North,9,GEN,IRFAN KHAN,M,GEN,29,VIP,410,10,230858,395511,JAGAN PRASAD GARG,BJP,0,5th Pass,5000,0,0
Agra,Agra North,9,GEN,DEV KUMAR,M,GEN,41,JAM,238,13,230858,395511,JAGAN PRASAD GARG,BJP,0,8th Pass,185000,0,0
Agra,Agra North,9,GEN,ATUL GARG,M,GEN,47,SP,36739,3,230858,395511,JAGAN PRASAD GARG,BJP,0,Graduate Professional,22432102,0,0
Agra,Agra Rural ,246,SC,UPENDRA SINGH,M,SC,46,INC,31312,3,250042,392467,KALI CHARAN SUMAN,BSP,1,Post Graduate,25659543,1,0
Agra,Agra Rural ,246,SC,OMA SHANKAR ALIAS SUNIL DIWAKAR,M,SC,25,JAM,1378,6,250042,392467,KALI CHARAN SUMAN,BSP,0,Graduate,83100,0,0
Agra,Agra Rural ,246,SC,NARAYAN SINGH SUMAN,M,SC,63,RLD,17446,4,250042,392467,KALI CHARAN SUMAN,BSP,2,8th Pass,88273403,1,0
Agra,Agra Rural ,246,SC,KALICHARAN SUMAN,M,SC,52,BSP,64591,2,250042,392467,KALI CHARAN SUMAN,BSP,0,Post Graduate,17850449,0,1
Agra,Agra Rural ,246,SC,HEMLATA DIWAKAR,F,SC,36,BJP,129887,1,250042,392467,KALI CHARAN SUMAN,BSP,0,Graduate Professional,24718058,0,0
Agra,Agra South,242,GEN,YOGENDRA UPADHYAYA,M,GEN,61,BJP,111882,1,217256,348912,YOGENDRA UPADHYAYA,BJP,7,Post Graduate,18427155,1,1
Agra,Agra South,242,GEN,SHYAM SUNDAR,M,SC,50,BMUP,149,23,217256,348912,YOGENDRA UPADHYAYA,BJP,0,10th Pass,7000,0,0
Agra,Agra South,242,GEN,ROHIT SINGH DHAKAD,M,GEN,35,BLSP,177,20,217256,348912,YOGENDRA UPADHYAYA,BJP,1,8th Pass,1850000,1,0
Agra,Agra South,242,GEN,PADMA AGRAWAL,F,GEN,32,BRKD,154,22,217256,348912,YOGENDRA UPADHYAYA,BJP,0,Literate,1872839,0,0
Agra,Agra South,242,GEN,NAZIR AHMED,M,GEN,59,INC,39434,3,217256,348912,YOGENDRA UPADHYAYA,BJP,0,Graduate,2114710975,0,0
Agra,Agra South,242,GEN,NASIR ABBAS,M,GEN,36,BKS,244,15,217256,348912,YOGENDRA UPADHYAYA,BJP,0,5th Pass,162100,0,0
Agra,Agra South,242,GEN,KRISHAN GOPAL UPADHYAY,M,GEN,39,PECP,239,16,217256,348912,YOGENDRA UPADHYAYA,BJP,0,Graduate,2535000,0,0
Agra,Agra South,242,GEN,ZULFIQAR AHMAD BHUTTO,M,GEN,44,BSP,57657,2,217256,348912,YOGENDRA UPADHYAYA,BJP,2,Graduate,72842986,1,0
Agra,Agra South,242,GEN,IDARISH,M,GEN,28,AIMIM,232,17,217256,348912,YOGENDRA UPADHYAYA,BJP,1,Post Graduate,81000,1,0
Agra,Agra South,242,GEN,DEREK SMITH,M,GEN,63,ADRSP,113,27,217256,348912,YOGENDRA UPADHYAYA,BJP,0,Post Graduate,52447460,0,0
Agra,Agra South,242,GEN,ATUL KUMAR,M,GEN,45,JAM,133,25,217256,348912,YOGENDRA UPADHYAYA,BJP,0,Post Graduate,22155000,0,0
Agra,Agra South,242,GEN,ANJALI BHARGAVA,F,GEN,43,MAHISAP,559,7,217256,348912,YOGENDRA UPADHYAYA,BJP,0,8th Pass,403300,0,0
Varanasi,Ajagara ,220,SC,VIDYA DEVI,F,SC,47,BMUP,448,13,219884,336882,TRIBHUVAN RAM,BSP,0,8th Pass,2861944,0,0
Varanasi,Ajagara ,220,SC,TRIBHUVAN RAM,M,SC,68,BSP,52480,3,219884,336882,TRIBHUVAN RAM,BSP,1,Graduate Professional,85427698,1,1
Varanasi,Ajagara ,220,SC,SHASHIKANT,M,SC,28,ASP,1196,9,219884,336882,TRIBHUVAN RAM,BSP,2,12th Pass,82200,1,0
Varanasi,Ajagara ,220,SC,RAJESH,M,SC,38,RLD,1288,8,219884,336882,TRIBHUVAN RAM,BSP,0,Graduate Professional,2355000,0,0
Varanasi,Ajagara ,220,SC,MAHENDRA PRATAP GAUTAM,M,SC,40,MAHAD,954,10,219884,336882,TRIBHUVAN RAM,BSP,4,8th Pass,163000,1,0
Varanasi,Ajagara ,220,SC,LALJI SONKAR,M,SC,37,SP,62429,2,219884,336882,TRIBHUVAN RAM,BSP,1,Literate,2463821,1,0
Varanasi,Ajagara ,220,SC,LALATA,M,SC,52,BSKD,452,12,219884,336882,TRIBHUVAN RAM,BSP,0,12th Pass,503000,0,0
Varanasi,Ajagara ,220,SC,KAILASH NATH SONKAR,M,SC,54,SBSP,83778,1,219884,336882,TRIBHUVAN RAM,BSP,0,12th Pass,84692864,0,0
Varanasi,Ajagara ,220,SC,AMAR NATH,M,SC,46,NCP,1470,7,219884,336882,TRIBHUVAN RAM,BSP,0,12th Pass,760000,0,0
Ambedkar Nagar,Akbarpur  ,335,GEN,SHRIRAM,M,GEN,58,NINSHAD,6550,4,204326,306161,RAM MURTI VERMA,SP,1,Post Graduate,11555151,1,0
Ambedkar Nagar,Akbarpur  ,335,GEN,SAROJ SHARMA,F,GEN,42,MADP,704,10,204326,306161,RAM MURTI VERMA,SP,0,Post Graduate,135500,0,0
Ambedkar Nagar,Akbarpur  ,335,GEN,RAM MURTI VERMA,M,GEN,52,SP,58312,2,204326,306161,RAM MURTI VERMA,SP,0,12th Pass,33875383,0,1
Ambedkar Nagar,Akbarpur  ,335,GEN,RAM ACHAL RAJBHAR,M,GEN,62,BSP,72325,1,204326,306161,RAM MURTI VERMA,SP,0,Graduate,22055532,0,0
Ambedkar Nagar,Akbarpur  ,335,GEN,RAJESH KUMAR,M,GEN,29,JPS,349,14,204326,306161,RAM MURTI VERMA,SP,0,Graduate Professional,20000,0,0
Ambedkar Nagar,Akbarpur  ,335,GEN,RAJA RAM NISHAD,M,GEN,74,CPM,976,8,204326,306161,RAM MURTI VERMA,SP,0,Post Graduate,13466000,0,0
Ambedkar Nagar,Akbarpur  ,335,GEN,NAND LAL &#39;BHARTI&#39;,M,SC,60,BMUP,430,13,204326,306161,RAM MURTI VERMA,SP,0,Post Graduate,6757300,0,0
Ambedkar Nagar,Akbarpur  ,335,GEN,NAND KUMAR TIWARI RANA,M,GEN,45,SHS,800,9,204326,306161,RAM MURTI VERMA,SP,0,8th Pass,2193200,0,0
Ambedkar Nagar,Akbarpur  ,335,GEN,CHANDRA PRAKASH VERMA,M,GEN,45,BJP,57821,3,204326,306161,RAM MURTI VERMA,SP,0,Post Graduate,12703157,0,0
Kanpur Dehat,Akbarpur - Raniya,134,GEN,VIJAY LAXMI,F,GEN,56,LD,2313,4,203275,308135,RAMSWAROOP SINGH,SP,0,10th Pass,7893000,0,0
Kanpur Dehat,Akbarpur - Raniya,134,GEN,SURENDRA KUMAR GUPTA,M,GEN,48,JAM,1191,6,203275,308135,RAMSWAROOP SINGH,SP,0,10th Pass,15926000,0,0
Kanpur Dehat,Akbarpur - Raniya,134,GEN,SHANTEE,F,GEN,46,SSD,392,13,203275,308135,RAMSWAROOP SINGH,SP,0,Literate,1442000,0,0
Kanpur Dehat,Akbarpur - Raniya,134,GEN,RAMCHANDRA,M,GEN,72,VP,315,14,203275,308135,RAMSWAROOP SINGH,SP,0,5th Pass,105000,0,0
Kanpur Dehat,Akbarpur - Raniya,134,GEN,RAMPRAKASH KUSHWAHA,M,GEN,50,ALHP,228,15,203275,308135,RAMSWAROOP SINGH,SP,0,8th Pass,2036000,0,0
Kanpur Dehat,Akbarpur - Raniya,134,GEN,PRATIBHA SHUKLA,F,GEN,56,BJP,87430,1,203275,308135,RAMSWAROOP SINGH,SP,0,Post Graduate,47637179,0,0
Kanpur Dehat,Akbarpur - Raniya,134,GEN,NEERAJ SINGH,M,GEN,36,SP,58701,2,203275,308135,RAMSWAROOP SINGH,SP,0,Graduate,14159613,0,1
Kanpur Dehat,Akbarpur - Raniya,134,GEN,LALIT KUMAR,M,GEN,33,PECP,1070,8,203275,308135,RAMSWAROOP SINGH,SP,4,8th Pass,2258018,1,0
Kanpur Dehat,Akbarpur - Raniya,134,GEN,DR. SATISH SHUKLA,M,GEN,40,BSP,45761,3,203275,308135,RAMSWAROOP SINGH,SP,0,Doctorate,25171385,0,0
Kanpur Dehat,Akbarpur - Raniya,134,GEN,BALVAN SINGH,M,GEN,52,RLD,1717,5,203275,308135,RAMSWAROOP SINGH,SP,0,8th Pass,16415543,0,0
Kanpur Dehat,Akbarpur - Raniya,134,GEN,ANAND AWASTHI,M,GEN,30,BSCP,790,10,203275,308135,RAMSWAROOP SINGH,SP,0,Graduate,2140000,0,0
Kanpur Dehat,Akbarpur - Raniya,134,GEN,ABDUL SATTAR,M,GEN,74,BMUP,573,12,203275,308135,RAMSWAROOP SINGH,SP,0,8th Pass,685000,0,0
Ambedkar Nagar,Alapur ,224,SC,TRIBHUWAN DUTT,M,SC,52,BSP,58591,3,197802,323508,BHEEM PRASAD SONKAR,SP,0,12th Pass,34350575,0,0
Ambedkar Nagar,Alapur ,224,SC,SANGEETA,F,SC,40,SP,59853,2,197802,323508,BHEEM PRASAD SONKAR,SP,0,8th Pass,3446505,0,1
Ambedkar Nagar,Alapur ,224,SC,RAMESH KUMAR,M,SC,36,UPRP,432,9,197802,323508,BHEEM PRASAD SONKAR,SP,0,5th Pass,1000,0,0
Ambedkar Nagar,Alapur ,224,SC,RAJMANI,M,SC,49,BMUP,1219,5,197802,323508,BHEEM PRASAD SONKAR,SP,0,8th Pass,1710757,0,0
Ambedkar Nagar,Alapur ,224,SC,R C GOND,M,SC,62,RAJAP,1087,6,197802,323508,BHEEM PRASAD SONKAR,SP,0,Post Graduate,2090968,0,0
Ambedkar Nagar,Alapur ,224,SC,CHHOTELAL,M,SC,45,PECP,340,10,197802,323508,BHEEM PRASAD SONKAR,SP,0,8th Pass,50500,0,0
Ambedkar Nagar,Alapur ,224,SC,RAJKUMAR,M,SC,40,RMGP,325,11,197802,323508,BHEEM PRASAD SONKAR,SP,0,Post Graduate,1672000,0,0
Ambedkar Nagar,Alapur ,224,SC,ANEETA,F,SC,31,BJP,72366,1,197802,323508,BHEEM PRASAD SONKAR,SP,0,Post Graduate,1037549,0,0
Etah,Aliganj,102,GEN,RAMESHWAR SINGH YADAV,M,GEN,65,SP,74844,2,216653,333944,RAMESHWAR SINGH,SP,4,10th Pass,159904238,1,1
Etah,Aliganj,102,GEN,RAM KISHORE,M,GEN,50,MD,1070,6,216653,333944,RAMESHWAR SINGH,SP,21,10th Pass,19569576,1,0
Etah,Aliganj,102,GEN,AWADHPAL SINGH YADAV,M,GEN,56,BSP,46275,3,216653,333944,RAMESHWAR SINGH,SP,36,12th Pass,24383005,1,0
Aligarh,Aligarh,178,GEN,ZAFAR ALAM,M,GEN,72,SP,98312,2,246146,370237,ZAFAR ALAM,SP,0,Graduate,409469000,0,1
Aligarh,Aligarh,178,GEN,SANJEEV RAJA,M,GEN,55,BJP,113752,1,246146,370237,ZAFAR ALAM,SP,5,Graduate Professional,5662520,1,0
Aligarh,Aligarh,178,GEN,RAJKUMAR,M,SC,32,SWAJANPA,3325,4,246146,370237,ZAFAR ALAM,SP,0,12th Pass,403000,0,0
Aligarh,Aligarh,178,GEN,PREM PAL,M,GEN,47,RPI(A),253,12,246146,370237,ZAFAR ALAM,SP,0,Graduate,135500,0,0
Aligarh,Aligarh,178,GEN,MOHD ARIF,M,GEN,42,BSP,25704,3,246146,370237,ZAFAR ALAM,SP,0,12th Pass,16647050,0,0
Aligarh,Aligarh,178,GEN,LAV KUMAR BANSAL,M,GEN,35,RLD,948,6,246146,370237,ZAFAR ALAM,SP,0,Graduate Professional,1806500,0,0
Aligarh,Aligarh,178,GEN,GULZAR AHMAD,M,GEN,41,PECP,292,11,246146,370237,ZAFAR ALAM,SP,0,5th Pass,60300,0,0
Aligarh,Aligarh,178,GEN,ATUL GOSWAMI,M,GEN,35,LD,616,8,246146,370237,ZAFAR ALAM,SP,0,Not Given,130000,0,0
Allahabad,Allahabad North,73,GEN,VINDESWARI PRASAD GUPTA,M,GEN,46,SHS,176,17,173332,413478,ANUGRAH NARAYAN SINGH,INC,0,Graduate Professional,6384000,0,0
Allahabad,Allahabad North,73,GEN,UMESH CHANDRA,M,SC,64,BAWPA,107,21,173332,413478,ANUGRAH NARAYAN SINGH,INC,0,Graduate,4060000,0,0
Allahabad,Allahabad North,73,GEN,UDAYBHAN SRIVASTAVA,M,GEN,46,RaBaP,63,27,173332,413478,ANUGRAH NARAYAN SINGH,INC,0,10th Pass,25380000,0,0
Allahabad,Allahabad North,73,GEN,SUNIL KUMAR,M,SC,35,BMUP,102,22,173332,413478,ANUGRAH NARAYAN SINGH,INC,0,Graduate,271421,0,0
Allahabad,Allahabad North,73,GEN,SUNIL KUMAR GUPTA,M,GEN,41,BKRP,256,11,173332,413478,ANUGRAH NARAYAN SINGH,INC,0,8th Pass,2960000,0,0
Allahabad,Allahabad North,73,GEN,SHARAD KHARE NAVODAYA,M,GEN,39,RSHP,75,26,173332,413478,ANUGRAH NARAYAN SINGH,INC,0,Post Graduate,162157,0,0
Allahabad,Allahabad North,73,GEN,MRIGANK SHEKHAR SINGH,M,GEN,44,LOGAP,133,18,173332,413478,ANUGRAH NARAYAN SINGH,INC,0,Graduate Professional,1355400,0,0
Allahabad,Allahabad North,73,GEN,HARSHVARDHAN BAJPAI,M,GEN,36,BJP,89191,1,173332,413478,ANUGRAH NARAYAN SINGH,INC,1,Graduate Professional,74228789,0,0
Allahabad,Allahabad North,73,GEN,DR. ASHUTOOSH BAJPAI (SUMIT),M,GEN,29,SKLP,195,16,173332,413478,ANUGRAH NARAYAN SINGH,INC,0,Post Graduate,5500,0,0
Allahabad,Allahabad North,73,GEN,ANUGRAH NARAYAN SINGH,M,GEN,66,INC,54166,2,173332,413478,ANUGRAH NARAYAN SINGH,INC,0,Graduate Professional,11955375,0,1
Allahabad,Allahabad North,73,GEN,AMIT SRIVASTAVA,M,GEN,37,BSP,23388,3,173332,413478,ANUGRAH NARAYAN SINGH,INC,0,Graduate,54746500,0,0
Allahabad,Allahabad North,73,GEN,AJAY KUMAR,M,SC,53,RPI(A),492,7,173332,413478,ANUGRAH NARAYAN SINGH,INC,0,Graduate,1321038,0,0
Allahabad,Allahabad South,255,GEN,SYED AFZAL MUZIB,M,GEN,32,AIMIM,868,5,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,0,Graduate,45237535,0,0
Allahabad,Allahabad South,255,GEN,SATYENDRA KUMAR KUSHWAHA,M,GEN,36,RPI,277,12,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,0,Graduate,266048,0,0
Allahabad,Allahabad South,255,GEN,SATISH KESHARWANI (BABA),M,GEN,34,RsAD,801,6,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,0,8th Pass,75899033,0,0
Allahabad,Allahabad South,255,GEN,SAMAR BAHADUR SHARMA,M,GEN,47,PGSP,168,19,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,0,12th Pass,321890,0,0
Allahabad,Allahabad South,255,GEN,RAMESH CHANDRA,M,SC,64,SABHP,160,20,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,0,Graduate Professional,68000,0,0
Allahabad,Allahabad South,255,GEN,RAMESHCHANDRA BHARTIYA,M,SC,42,BMUP,194,17,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,0,Graduate,1726035,0,0
Allahabad,Allahabad South,255,GEN,PATRAKAR RAIS AHMAD KHAN,M,GEN,43,PSJP,242,14,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,2,Graduate,18285000,0,0
Allahabad,Allahabad South,255,GEN,NAND GOPAL GUPTA NANDI,M,GEN,42,BJP,93011,1,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,7,10th Pass,571103000,1,0
Allahabad,Allahabad South,255,GEN,MASHOOQ KHAN,M,GEN,56,BSP,12162,3,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,0,8th Pass,107627968,0,0
Allahabad,Allahabad South,255,GEN,KAMLA PRASAD,M,SC,50,AYP,126,21,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,0,Graduate Professional,290000,0,0
Allahabad,Allahabad South,255,GEN,GAURAV PANDEY,M,GEN,41,SHS,223,15,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,0,Graduate,16576353,0,0
Allahabad,Allahabad South,255,GEN,ARUNESH JAISWAL,M,GEN,51,RLD,396,11,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,0,Graduate,7561676,0,0
Allahabad,Allahabad South,255,GEN,AQEELUR RAHMAN,M,GEN,58,PECP,872,4,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,1,12th Pass,1726631,1,0
Allahabad,Allahabad South,255,GEN,AMIR HBIB ALIAS MUNNA MAJDOOR,M,GEN,39,CPI,583,9,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,0,12th Pass,39500,0,0
Allahabad,Allahabad West,271,GEN,SIDHARTH NATH SINGH,M,GEN,53,BJP,85518,1,198758,418849,POOJA PAL,BSP,0,Graduate,220677358,0,0
Allahabad,Allahabad West,271,GEN,RICHA SINGH,F,GEN,29,SP,60182,2,198758,418849,POOJA PAL,BSP,0,Post Graduate,1307557,0,0
Allahabad,Allahabad West,271,GEN,RAJ KUMAR SRIVASTAVA,M,GEN,45,VP,307,11,198758,418849,POOJA PAL,BSP,0,5th Pass,1005702,0,0
Allahabad,Allahabad West,271,GEN,POOJA PAL,F,GEN,37,BSP,40499,3,198758,418849,POOJA PAL,BSP,3,Graduate,18511062,1,1
Allahabad,Allahabad West,271,GEN,NADIM AHAMAD,M,GEN,32,AwVP,280,12,198758,418849,POOJA PAL,BSP,0,8th Pass,350000,0,0
Allahabad,Allahabad West,271,GEN,DAKKHINI PRASAD KUSHWAHA/MAURYA,M,GEN,66,PGSP,203,14,198758,418849,POOJA PAL,BSP,0,Graduate,13229587,0,0
Allahabad,Allahabad West,271,GEN,SUNIL CHAUDHARY,M,GEN,33,RLD,999,8,198758,418849,POOJA PAL,BSP,1,12th Pass,9055773,1,0
Kasganj,Amanpur,88,GEN,VIRENDRA SINGH SOLANKI,M,GEN,67,SP,43395,2,183830,292812,MAMTESH,BSP,0,Post Graduate,20380000,0,0
Kasganj,Amanpur,88,GEN,SALIKRAM,M,GEN,64,CPM,885,6,183830,292812,MAMTESH,BSP,0,12th Pass,924215,0,0
Kasganj,Amanpur,88,GEN,RAHUL PANDAY,M,GEN,33,MD,16967,4,183830,292812,MAMTESH,BSP,0,Post Graduate,27529209,0,0
Kasganj,Amanpur,88,GEN,DUSHYANT KUMAR,M,GEN,27,SHS,529,10,183830,292812,MAMTESH,BSP,0,Graduate,105791,0,0
Kasganj,Amanpur,88,GEN,DHIRENDRA SINGH,M,GEN,36,JANADIP,767,7,183830,292812,MAMTESH,BSP,0,Post Graduate,4290000,0,0
Kasganj,Amanpur,88,GEN,DEVENDRA PRATAP,M,GEN,55,BJP,85199,1,183830,292812,MAMTESH,BSP,0,12th Pass,14389000,0,0
Kasganj,Amanpur,88,GEN,DEV PRAKASH,M,GEN,32,BSP,33166,3,183830,292812,MAMTESH,BSP,1,Graduate,22877302,1,1
Kasganj,Amanpur,88,GEN,CHANDRASHEKHAR MISHRA,M,GEN,36,MHP,319,11,183830,292812,MAMTESH,BSP,0,Graduate Professional,2822732,0,0
Amethi,Amethi,261,GEN,SANTOSH KUMAR MISHRA,M,GEN,45,RshJP,305,23,187822,334587,GAYATRI PRASAD,SP,0,Not Given,1846500,0,0
Amethi,Amethi,261,GEN,REETA CHAUHAN,F,GEN,31,BHANYD,247,25,187822,334587,GAYATRI PRASAD,SP,0,Literate,4076800,0,0
Amethi,Amethi,261,GEN,RAM JI,M,GEN,31,BSP,30175,3,187822,334587,GAYATRI PRASAD,SP,0,12th Pass,26976553,0,0
Amethi,Amethi,261,GEN,RAJESH PRAJAPATI,M,GEN,33,JANADIP,281,24,187822,334587,GAYATRI PRASAD,SP,0,Graduate Professional,170000,0,0
Amethi,Amethi,261,GEN,NATHU RAM,M,GEN,59,JPS,385,21,187822,334587,GAYATRI PRASAD,SP,0,12th Pass,26365000,0,0
Amethi,Amethi,261,GEN,KIRAN DEVI,F,GEN,30,BKrD,634,15,187822,334587,GAYATRI PRASAD,SP,0,5th Pass,1089700,0,0
Amethi,Amethi,261,GEN,GAYTRI PRASAD,M,GEN,49,SP,59161,2,187822,334587,GAYATRI PRASAD,SP,0,Graduate,100251101,0,1
Amethi,Amethi,261,GEN,GARIMA SINGH,F,GEN,61,BJP,64226,1,187822,334587,GAYATRI PRASAD,SP,0,12th Pass,242137763,0,0
Amethi,Amethi,261,GEN,GANESH KUMAR,M,GEN,40,BMUP,840,10,187822,334587,GAYATRI PRASAD,SP,0,Graduate,4436866,0,0
Amethi,Amethi,261,GEN,BABU LAL,M,GEN,48,LD,515,16,187822,334587,GAYATRI PRASAD,SP,0,8th Pass,1820000,0,0
Amethi,Amethi,261,GEN,AMEETA SINH,F,GEN,54,INC,20291,4,187822,334587,GAYATRI PRASAD,SP,0,Doctorate,367731633,0,0
Farrukhabad,Amritpur,24,GEN,UMESH KUMAR,M,GEN,42,BSRD,328,14,174664,298668,NARENDRA SINGH YADAV,SP,0,12th Pass,2572000,0,0
Farrukhabad,Amritpur,24,GEN,SUSHIL KUMAR SHAKYA,M,GEN,67,BJP,93502,1,174664,298668,NARENDRA SINGH YADAV,SP,0,12th Pass,16967945,0,0
Farrukhabad,Amritpur,24,GEN,SANJAY SOMBANSHI,M,GEN,41,JAM,2091,5,174664,298668,NARENDRA SINGH YADAV,SP,0,10th Pass,3072000,0,0
Farrukhabad,Amritpur,24,GEN,RAGHUVEER SINGH GANGWAR,M,GEN,61,ABHM,347,13,174664,298668,NARENDRA SINGH YADAV,SP,0,12th Pass,1358702,0,0
Farrukhabad,Amritpur,24,GEN,PRADEEP KUMAR,M,GEN,30,LD,613,10,174664,298668,NARENDRA SINGH YADAV,SP,0,Graduate,16718977,0,0
Farrukhabad,Amritpur,24,GEN,NARENDRA SINGH YADAV,M,GEN,67,SP,52995,2,174664,298668,NARENDRA SINGH YADAV,SP,0,Post Graduate,68236987,0,1
Farrukhabad,Amritpur,24,GEN,BRIJENDRA SINGH,M,GEN,55,RLD,1286,6,174664,298668,NARENDRA SINGH YADAV,SP,0,10th Pass,10215000,0,0
Farrukhabad,Amritpur,24,GEN,ASIF MIRZA,M,GEN,31,PSWAM,891,8,174664,298668,NARENDRA SINGH YADAV,SP,5,Graduate,675585,1,0
Farrukhabad,Amritpur,24,GEN,ARUN KUMAR MISHRA,M,GEN,49,BSP,16500,3,174664,298668,NARENDRA SINGH YADAV,SP,0,Graduate,24439807,0,0
Amroha,Amroha,284,GEN,SHAMEEM AHMAD,M,GEN,56,AIMIM,2861,5,201398,292320,MEHBOOB ALI,SP,0,Post Graduate,13313034,0,0
Amroha,Amroha,284,GEN,SALEEM KHAN,M,GEN,49,RLD,14132,4,201398,292320,MEHBOOB ALI,SP,0,Graduate Professional,57996910,0,0
Amroha,Amroha,284,GEN,NAUSHAD ALI,M,GEN,37,BSP,59671,2,201398,292320,MEHBOOB ALI,SP,1,Graduate Professional,10889576,0,0
Amroha,Amroha,284,GEN,MOHD SHOEB,M,GEN,46,RKMP,1050,7,201398,292320,MEHBOOB ALI,SP,1,12th Pass,1019000,0,0
Amroha,Amroha,284,GEN,MOHD RIZWAN,M,GEN,32,PECP,384,10,201398,292320,MEHBOOB ALI,SP,0,Literate,3470000,0,0
Amroha,Amroha,284,GEN,MEHBOOB ALI,M,GEN,64,SP,74713,1,201398,292320,MEHBOOB ALI,SP,3,12th Pass,48478248,1,1
Amroha,Amroha,284,GEN,DR. KUNWAR SAIN SAINI,M,GEN,53,BJP,45420,3,201398,292320,MEHBOOB ALI,SP,0,Graduate Professional,61731200,0,0
Bulandsahar,Anupshahr,296,GEN,SYED HIMAYAT ALI,M,GEN,52,SP,48610,3,229799,361387,GAJENDRA SINGH,BSP,0,10th Pass,86598107,0,0
Bulandsahar,Anupshahr,296,GEN,SANJAY,M,GEN,46,BJP,112431,1,229799,361387,GAJENDRA SINGH,BSP,0,Post Graduate,25114226,0,0
Bulandsahar,Anupshahr,296,GEN,NEPAL SINGH,M,GEN,67,RTKP,200,12,229799,361387,GAJENDRA SINGH,BSP,0,Literate,1102700,0,0
Bulandsahar,Anupshahr,296,GEN,JAGMAL,M,GEN,59,LD,552,8,229799,361387,GAJENDRA SINGH,BSP,0,12th Pass,132142000,0,0
Bulandsahar,Anupshahr,296,GEN,HOSHIYAR SINGH,M,GEN,71,RLD,11628,4,229799,361387,GAJENDRA SINGH,BSP,1,12th Pass,11600952,0,0
Bulandsahar,Anupshahr,296,GEN,GAJENDRA SINGH,M,GEN,42,BSP,52117,2,229799,361387,GAJENDRA SINGH,BSP,0,Literate,89240299,0,1
Bareilly,Aonla,336,GEN,SIDHRAJ SINGH,M,GEN,37,SP,59619,2,181722,298075,DHARM PAL SINGH,BJP,0,Post Graduate,19652460,0,0
Bareilly,Aonla,336,GEN,RAJ PAL,M,SC,51,BSRD,469,8,181722,298075,DHARM PAL SINGH,BJP,0,8th Pass,103500,0,0
