bad_flag,tenure,margin,amtfin,exist
0,33,0.049813201,13.54501331,1
0,33,0.049813201,13.54501331,1
0,35,0.261330275,13.59878387,1
0,34,0.219575449,13.38472764,1
0,42,0,14.26019638,1
0,47,0.100111857,14.29112343,0
0,48,0.047888386,13.13231371,1
0,48,0.10619469,13.82546089,1
0,48,0.150129422,13.80039692,1
0,24,0.051306914,13.93342692,1
0,44,0.264786972,12.89921983,1
0,35,0.201557283,13.81551056,1
0,11,0.639804053,12.61153775,1
0,32,0.331436843,12.89921983,1
0,23,0.040507648,12.69465266,1
0,45,0.11054303,13.19932442,1
0,48,0.068929478,12.89921983,1
0,57,0,13.82268476,1
0,42,0.11200347,13.76421726,0
0,34,0.304045237,13.59236701,1
0,35,0.055102447,13.76421726,1
0,48,0.461206897,13.12236338,1
0,44,0.153520073,13.69897674,1
0,47,0.217752329,12.89921983,1
0,22,0.126618485,13.30468493,1
0,39,0.016393443,14.22097567,1
0,44,0.143417593,13.30468493,0
0,47,0.151829459,14.54787845,1
0,32,0.291784703,13.12236338,1
0,47,0.150301005,13.13429195,0
1,47,0.151349053,13.01477817,0
0,60,0.00059379,13.99365674,1
0,33,0.263762578,12.89921983,1
1,47,0.050480769,12.88664104,1
0,45,0.102690763,13.92629136,0
0,46,0.212973894,12.04355372,0
0,44,0.050566038,14.04503372,1
0,44,0.202431697,13.01700286,1
0,36,0.141414141,13.65299163,1
0,44,0.064467259,13.04979268,1
0,47,0.148696249,12.62806706,0
0,22,0.272937019,12.61153775,1
0,23,0.106583072,12.56024446,1
0,47,0.118144183,14.40329722,0
0,47,0.049999788,14.62329004,1
0,47,0.050009301,12.69725663,1
0,45,0.113216318,13.99294519,0
0,36,0.150007911,12.95840812,1
0,47,0.13089075,13.30468493,1
0,23,0.481480425,12.89921983,1
0,34,0.389070471,12.20607265,1
0,59,0,13.95483762,0
0,47,0.333777482,13.59236701,1
0,40,0.122340426,12.70684793,1
0,35,0.153589626,13.71015004,1
0,44,0.206489155,13.01700286,1
0,20,0.377334994,12.20607265,1
0,48,0.200913242,12.76568843,1
0,40,0.146803653,13.74749935,1
0,46,0,13.99783211,1
0,31,0.100001122,12.90214056,1
0,35,0.560603409,13.30468493,1
0,35,0.1,14.16440531,1
1,35,0.1,14.11561515,1
0,54,0.133687259,12.79107767,1
0,47,0.289759276,13.01700286,1
1,45,0.100487805,13.7343005,1
0,45,0,12.76179802,1
0,35,0.1,14.11561515,1
0,35,0.000587221,14.09238443,1
0,46,0.109058787,13.06048797,1
0,35,0.180999181,12.56374709,1
1,45,0,13.00512594,0
0,45,0.186079147,13.27078338,0
0,22,0.103038674,13.04979268,1
0,45,0.278639225,13.01700286,1
0,48,0.040480629,13.14832348,1
0,44,0.099,12.74367651,1
0,45,0.102630787,13.19932442,0
0,48,0.226519337,13.45883561,0
0,44,0.071250403,13.71751177,1
0,44,0.063769836,13.75538893,1
0,35,0.08999885,12.15451616,1
0,35,0.011058691,14.34613881,1
0,23,0.100257069,13.55414579,1
0,49,0.063636364,13.84506936,1
0,49,0.063636364,13.84506936,1
0,36,0.104833897,13.71015004,1
0,46,0.051807229,12.88283635,0
0,43,0.144120665,13.81551056,1
0,47,0.158271075,12.76325691,0
1,47,0.100548446,13.79938118,1
0,44,0.050729101,13.9919817,1
0,48,0.07520438,13.12236338,1
0,34,0.099099099,13.12236338,1
0,34,0.099099099,13.12236338,1
0,34,0.099099099,13.12236338,1
0,34,0.099099099,13.12236338,1
0,33,0.35483871,12.89921983,1
0,42,0.214500324,13.30468493,0
0,44,0.169486261,13.12236338,1
0,35,0,14.00165729,1
0,46,0.038855779,12.7101576,1
0,35,0.304347826,12.89921983,1
0,32,0.20076098,13.32121424,1
0,48,0.100792341,13.80242532,1
0,47,0.412117435,12.20607265,1
0,35,0.178728824,13.38472764,1
0,30,0.111509333,12.77987307,0
0,22,0.049338147,13.57978822,1
0,48,0.001870779,12.76568843,0
0,45,0.100237857,13.33747476,1
0,47,0,14.32953107,0
0,40,0.211711712,13.45883561,1
0,40,0.189627229,13.45883561,1
0,48,0.198699872,13.88564278,1
0,48,0.1968323,13.88797074,1
0,47,0.050263961,13.49392693,1
0,47,0.092445869,12.64012521,1
0,46,0.053113117,14.26658618,1
0,35,0.100254037,13.25689427,1
0,43,0.052212402,13.81870545,1
0,40,0,13.96393056,1
0,47,0.101038353,13.44734123,0
0,44,0.176636905,12.53050845,1
0,58,0.067030309,13.85219826,1
0,58,0,13.84506936,1
0,44,0.049963075,13.52782849,1
0,36,0.150032418,13.10542066,0
0,48,0.1,14.02130447,1
0,45,0.05495185,13.45883561,1
0,45,0.099736621,13.88783122,1
0,47,0.1,13.84991198,1
0,35,0.215301618,13.59236701,0
0,33,0.248223857,13.39239051,1
0,47,0.250391963,13.23032052,1
0,47,0.05,13.28618146,1
0,47,0.1,13.97251431,0
1,49,0,14.01436142,1
0,48,0.1,13.97251431,1
0,23,0.302537091,13.12236338,1
0,48,0.1,12.85448393,1
0,36,0.050510649,13.77051319,1
1,41,0.27668444,13.10216067,1
0,35,0.204108602,13.58609739,0
0,47,0.050452798,14.1029426,1
0,23,0.5,12.69158046,1
0,33,0.333233318,12.79385931,1
0,47,0.357463437,13.30468493,0
0,47,0.087452472,13.99783211,0
1,45,0.1,13.71015004,1
0,48,0.000428388,12.25486281,0
0,30,0.2,13.44734123,1
0,23,0.358541237,12.61153775,1
1,72,0,13.97507513,1
0,72,0,13.95511858,1
0,40,0.08581754,14.35083365,1
0,47,0.100808071,13.52515826,1
0,71,0,13.84468094,0
0,40,0.198876902,13.17115354,1
1,47,0.081395349,14.49607896,0
0,47,0.149916248,13.83039917,1
0,48,0.14790966,14.50873274,0
0,47,0.01853412,13.96823164,1
0,40,0.119778231,13.52782849,1
0,33,0.227368662,13.30468493,1
0,34,0.128231293,11.76095673,0
0,46,0.105186485,13.42254204,1
0,47,0.100009644,13.74637482,0
0,43,0.10315129,14.45736444,0
0,29,0.322860238,12.99453001,1
0,21,0.203231927,12.50617724,1
0,41,0.114095506,13.57783061,1
1,72,-0.011846698,13.98366811,1
1,37,0,14.06387029,0
1,37,0,14.06387029,0
0,35,0.389455641,12.26904744,1
0,45,0.050003167,13.94653882,0
0,47,0.192134655,12.7924472,0
0,47,0.108903825,13.25006154,1
0,47,0.113511198,13.08154138,1
0,35,0.102244389,11.87756858,1
0,30,0.113386097,12.61153775,0
0,27,0.401794616,13.30468493,1
0,46,0.260517914,13.72119988,1
0,45,0.155843169,13.81551056,1
0,36,0.000282448,14.11190457,0
0,45,0.201745951,12.87646284,0
0,44,0.112938081,13.06048797,1
0,47,0.362278248,13.12236338,1
0,58,0.04998513,13.92424836,1
0,47,0,13.71789663,1
1,46,0.095584683,13.82064734,1
0,45,0.151515152,13.45883561,1
0,47,0.201010814,12.46071486,1
0,48,0.001771706,14.32833418,1
0,48,0.074903798,13.90739579,0
0,34,0.150697674,13.72449116,0
0,72,0,14.03544898,1
0,23,0.261943794,12.66080399,1
0,47,0,14.28551419,0
0,46,0.04904861,12.69158046,1
0,47,0.099633691,13.5785216,1
0,44,0,14.47303056,1
0,58,0.068196429,13.858206,1
1,47,0.077450423,14.3004028,0
0,46,4.40E-06,13.94302388,1
1,46,0.116220952,13.74075253,1
0,47,0.157894737,13.59236701,0
0,34,0.004032258,14.02658153,1
0,40,0.089020772,12.63460303,1
0,11,0.114741327,12.61153775,1
0,40,0.050767569,13.96393056,0
0,40,0.05,14.42690524,1
0,35,0.101251486,13.36609356,0
0,71,0,13.96823164,1
0,44,0.1,14.47561788,0
1,47,0.25,14.44411922,0
0,48,0.100001561,13.15928337,1
0,48,0.100001561,13.15928337,1
0,45,0.200000813,12.88332924,0
0,46,0.141855401,13.80054919,1
0,47,0.150372936,13.88876102,1
1,40,0,13.8530722,1
0,47,0.197967221,14.51670031,1
0,32,0.28481962,12.82125828,1
0,48,0,14.03544898,1
0,47,0.152722267,13.74293987,1
0,48,0.15,12.65873936,1
0,42,0.05058144,13.53182051,0
0,48,0.090909091,13.71015004,1
0,35,0.148148148,13.44444688,1
0,47,0.097551076,12.61203763,0
0,47,0.167324267,14.07787482,1
0,46,0.050434783,13.90352144,1
0,42,0.083333333,13.62313867,1
0,35,0,13.98946387,1
0,47,0.041702173,12.69158046,1
0,34,0.231266936,13.30468493,1
0,47,0.298979314,12.76568843,1
0,32,0.205846398,13.00582956,0
0,42,0.206928275,13.01700286,1
0,48,0.20089742,13.5116991,0
0,40,0.150043869,13.05600988,0
0,46,0.050655022,13.89893217,1
0,46,0.050655022,13.89893217,1
0,35,0.150294565,13.83531319,1
0,35,0.150294565,13.83531319,1
0,47,0.175,13.58231667,0
0,34,0.39485,13.31323164,1
0,46,0.100279255,13.89154524,0
0,44,0.1,12.6372055,1
0,43,0.1,12.71589777,1
0,35,0.188679245,12.97154049,1
0,41,0.144277778,13.55434058,0
0,23,0.478103269,12.70684793,1
0,34,0.195077739,13.12236338,1
0,42,0.182485797,12.59473064,1
0,32,0.299596042,12.89921983,1
0,30,0.112806636,12.61153775,0
0,48,0.037076271,14.41324755,0
0,48,0.037076271,14.41324755,0
0,45,0.067164179,13.12236338,1
0,35,0.173224034,12.89921983,1
0,32,0.180327869,12.76568843,0
0,29,0.429401982,13.21767356,1
0,35,0.113801416,13.981025,1
0,31,0.106116268,13.142166,1
0,48,0.094202899,12.89921983,0
0,48,0.090052412,13.10521722,0
0,44,0.048851818,14.51860807,0
1,44,0.409259259,13.07841149,0
1,59,0.048429909,13.82248617,0
0,23,0.081944511,12.63655552,1
0,47,0.097819582,13.13231371,1
0,48,0.118364284,13.10927814,1
0,47,0.110067114,14.09767745,1
1,47,0.102564103,14.15198279,0
0,46,0.1,13.98398671,1
0,60,0.147729821,13.76421726,1
0,35,0.079365079,14.36939567,0
0,45,0.1,13.11231304,0
0,35,0.041101252,12.74548573,0
0,46,0.111111111,12.79385931,1
0,47,0,13.00512594,0
0,59,0.035224663,12.7012261,1
0,47,0.101296017,13.24484646,0
0,33,0.135529728,13.48700649,1
0,47,0.113189719,13.41801362,1
0,47,0.051643171,12.9360338,1
1,59,0.050000251,13.94449814,0
0,46,0.099609474,13.73754902,0
0,48,0.152086594,12.76568843,0
0,35,0.051383399,13.99783211,0
0,35,0.051383399,13.99783211,0
0,35,0.098658135,12.6181823,0
0,36,0.098790741,13.11231304,0
0,52,0.1,13.84991198,0
0,46,0.123574243,13.10216067,1
0,47,0.200488251,13.16924696,0
0,47,0.174610556,14.38931098,0
0,35,0.104418129,13.99783211,1
0,29,0.149659864,13.34550693,0
0,29,0.157024793,13.142166,0
0,22,0.401095755,13.12236338,1
0,43,0.137931035,13.81551056,1
0,35,0.108280255,11.8493977,0
0,34,0.152526156,13.33747476,0
0,46,0.100231206,13.0689626,0
0,48,0.100794242,13.88316921,0
0,18,0.523052464,12.61153775,0
0,48,0.105255906,13.81551056,0
0,47,0,14.4986074,0
0,47,0,14.2115985,1
0,33,0.202020202,13.57978822,1
0,48,0.150000397,13.66100298,0
0,47,0.099997662,12.16755528,0
0,35,0.099870469,13.91716421,1
0,29,0.106222222,12.61702268,1
0,24,0.205298013,13.30468493,1
0,32,0.148057355,14.47259005,0
1,46,0.232488318,12.7367009,0
0,47,0.038734739,12.97860847,0
0,61,0,13.88316921,0
0,52,0.149663541,13.28787782,1
0,47,0.052002048,12.72783821,0
0,47,0.087651231,12.63801739,0
0,34,0.225806452,12.79385931,0
0,46,0.150316456,13.19375337,1
0,71,0,13.96823164,1
0,15,0.151542794,12.75419405,1
0,35,0.5577765,12.20607265,1
0,47,0.100330761,13.61216963,1
0,47,0.050564298,13.63158772,1
0,48,0.099654662,13.90626492,0
1,40,0.198207759,12.51355735,0
0,59,0.196787149,13.81551056,0
0,59,0.000638752,14.1029426,0
0,35,0.050035777,13.3977198,1
0,35,0.050035777,13.3977198,1
0,48,0.1,13.94522216,0
0,67,0.007567899,13.24028507,0
0,35,0.206928594,13.52582648,0
0,32,0.371074127,12.89921983,1
0,37,0.250573091,12.95984445,0
1,44,0,12.73680971,0
0,35,0.100000114,14.96202563,1
1,47,0,13.28315822,1
0,47,0.55812163,12.95512746,1
0,35,0.101796407,13.13033155,0
0,35,0.050420168,12.73375539,1
0,35,0.070806897,13.97251431,1
0,60,0.150664697,13.9552725,0
0,59,0,14.16349485,0
0,47,0.145673879,13.83234506,1
0,36,0.299822622,13.64115717,0
0,36,0.299107143,13.573439,0
0,46,0.29622863,13.12236338,0
1,45,0.11339174,13.38472764,0
0,47,0.049998627,13.85244019,1
0,43,0.202229368,13.75894021,1
0,48,0.050000416,13.43756382,1
0,47,0.200143388,13.07631944,0
0,34,0.250304564,13.04763983,0
0,47,0.217275197,12.44901882,0
0,35,0.200284343,13.36765973,0
0,47,0.043450876,12.69158046,1
0,47,0.373645508,12.89921983,1
0,34,0.050053534,13.54736964,0
0,47,0.315498885,13.81551056,0
0,24,0.384615385,13.30468493,0
0,47,0.067596697,13.91082074,0
0,43,0.25034965,13.19188944,1
1,47,0.118031299,13.08154138,1
0,47,0.100371747,14.00613092,0
0,47,0.099914867,13.81250605,1
0,35,0.087777778,11.7211584,0
1,48,0.401993356,13.19932442,0
0,46,0.050022791,13.33246222,0
0,46,0.150040654,13.22121274,0
0,46,0.200234983,13.5619078,0
0,33,0.100250627,12.79107767,0
0,33,0.100250627,12.79107767,0
0,35,0.22489148,14.45505863,1
0,35,0.22489148,14.45505863,1
0,44,0.290780142,12.61153775,0
0,46,0.05061156,13.80039692,1
0,47,0.150001704,12.60942218,0
0,59,0.050420168,14.3431933,0
0,35,0.051620648,12.88664104,1
0,35,0.150188454,13.19932442,0
0,48,0.214981273,12.47609978,0
0,47,0.437214738,12.61153775,0
0,45,0.250000285,13.39681582,0
0,35,0.298245614,12.61153775,0
0,46,0.111969112,13.9552725,0
1,46,0.100350877,14.06393192,0
0,34,0.172665987,13.30468493,0
1,46,0.098650551,12.66032792,0
0,34,0.137730067,12.63460303,0
0,48,0.040000119,12.68604826,0
0,47,0.099750346,13.75257076,0
0,48,0.12697672,12.5776362,0
0,47,0.149999752,13.66155019,0
0,36,0.092551015,12.64432758,0
0,48,0.135129263,14.52362024,0
0,22,0.199751389,13.30468493,0
0,45,0.259627639,12.92427823,0
0,47,0.15060241,13.46595308,1
0,47,0.050000557,13.8392388,1
0,46,0.247897875,13.01700286,0
0,34,0.494514033,12.76568843,0
1,47,0.100106736,12.60920169,0
0,35,0.064102848,12.84756068,0
0,47,0.244467519,13.45044335,0
0,47,0.170312264,13.21767356,0
0,46,0.343888826,12.57071576,0
0,47,0.040129491,12.70957149,0
0,35,0.269406393,12.67607627,0
0,35,0.100196766,13.84312572,1
0,35,0.100196766,13.84312572,1
0,45,0.570350304,12.89921983,0
0,47,0.095392758,12.14419724,0
0,47,0.113758824,12.65395847,0
0,35,0.323835195,13.68540187,1
0,47,0.151625509,12.56723749,0
0,47,0.101011437,12.60819885,0
0,28,0.182627232,13.12236338,0
0,47,0.042742977,12.70684793,0
0,48,0.150291611,14.45420155,0
0,35,0.10141948,12.87133462,1
0,46,0.143502961,13.04187974,0
0,35,0.151096111,12.5776362,0
0,46,0.26012245,12.89921983,0
0,43,0.15,13.90763385,0
0,35,0.1,13.34630661,1
0,47,0.083009709,12.14897305,1
0,44,0.310344828,13.12236338,0
0,47,0.186580107,12.4874851,0
0,36,0.039952153,12.20931738,0
0,47,0.179824561,12.544329,1
0,44,0.250132126,12.5098741,0
0,44,0.250132126,12.5098741,0
0,21,0.245283019,12.89921983,0
0,46,0.099646268,12.59473064,0
0,35,0.149126735,13.03024809,0
0,34,0.240282686,12.97154049,0
0,29,0.298614764,12.89921983,1
0,47,0.085397941,12.62527628,0
0,24,0.403084858,12.20607265,0
0,29,0.419558555,13.01700286,0
0,23,0.126746827,13.84737059,1
0,23,0.126746827,13.84737059,1
0,47,0.085249402,12.62527628,0
0,48,0.146892265,13.33367723,0
0,47,0.244554455,12.85186613,0
0,46,0.112078445,13.83039917,0
0,47,0.15,13.98946387,0
0,35,0.177142857,12.79385931,1
0,36,0.200042683,12.72887625,0
0,48,0.155353779,13.54107371,0
0,35,0.123904881,13.45883561,1
1,44,0.200926394,13.20117456,1
0,47,0.147143673,13.44444688,0
0,32,0.253705835,13.39239051,0
0,12,0.657959455,12.20607265,0
0,47,0.05143339,12.19602231,0
0,36,0.57288625,12.61153775,0
0,35,0.625582822,12.62855874,0
0,47,0.099289934,13.13429195,1
0,36,0.099511288,12.64109656,0
0,23,0.6842,11.51292546,1
0,45,0.172613507,12.3883942,0
0,47,0.085524437,12.62527628,0
0,36,0.099511288,12.64109656,0
0,46,0.1,13.80546022,0
0,47,0.150098226,12.81038861,0
0,46,0.050668365,12.68230682,0
0,28,0.099999534,13.55792436,0
0,47,0.138863109,12.82436157,0
0,40,0.051162092,12.90917016,1
0,36,0.104651163,11.94470788,0
0,34,0.428571429,12.4292162,1
0,47,0,14.23750497,0
0,35,0.090490128,12.60484877,0
1,47,0.099955227,13.59747892,0
0,35,0.099999534,13.55792436,0
0,35,0.042742977,12.70684793,0
0,47,0.150537634,12.88664104,0
0,48,0.040000119,12.68604826,0
0,46,0.127413127,13.93772819,0
0,46,0.142857143,13.71015004,0
